in s,C4 in V
-4.1128000E-05,-6.87109E-05
-4.0944800E-05,-4.91797E-05
-4.0761600E-05,-5.89453E-05
-4.0578400E-05,-6.87109E-05
-4.0395200E-05,-1.01172E-05
-4.0212000E-05,-6.87109E-05
-4.0028800E-05,-4.91797E-05
-3.9845600E-05,-3.51563E-07
-3.9662400E-05,-3.94141E-05
-3.9479200E-05,-3.94141E-05
-3.9296000E-05,-4.91797E-05
-3.9112800E-05,-6.87109E-05
-3.8929600E-05,-5.89453E-05
-3.8746400E-05,-3.94141E-05
-3.8563200E-05,-5.89453E-05
-3.8380000E-05,-4.91797E-05
-3.8196800E-05,-1.01172E-05
-3.8013600E-05,-4.91797E-05
-3.7830400E-05,-5.89453E-05
-3.7647200E-05,-1.98828E-05
-3.7464000E-05,-6.87109E-05
-3.7280800E-05,-5.89453E-05
-3.7097600E-05,-5.89453E-05
-3.6914400E-05,-2.96484E-05
-3.6731200E-05,-3.94141E-05
-3.6548000E-05,-1.98828E-05
-3.6364800E-05,-2.96484E-05
-3.6181600E-05,-4.91797E-05
-3.5998400E-05,-4.91797E-05
-3.5815200E-05,-3.94141E-05
-3.5632000E-05,-5.89453E-05
-3.5448800E-05,-1.98828E-05
-3.5265600E-05,-3.94141E-05
-3.5082400E-05,-2.96484E-05
-3.4899200E-05,-6.87109E-05
-3.4716000E-05,-6.87109E-05
-3.4532800E-05,-3.94141E-05
-3.4349600E-05,-7.84766E-05
-3.4166400E-05,-1.01172E-05
-3.3983200E-05,9.41406E-06
-3.3800000E-05,-6.87109E-05
-3.3616800E-05,-1.01172E-05
-3.3433600E-05,-3.94141E-05
-3.3250400E-05,-5.89453E-05
-3.3067200E-05,-7.84766E-05
-3.2884000E-05,-2.96484E-05
-3.2700800E-05,-3.94141E-05
-3.2517600E-05,-5.89453E-05
-3.2334400E-05,-2.96484E-05
-3.2151200E-05,-6.87109E-05
-3.1968000E-05,-1.01172E-05
-3.1784800E-05,-3.94141E-05
-3.1601600E-05,-1.98828E-05
-3.1418400E-05,-3.94141E-05
-3.1235200E-05,-1.98828E-05
-3.1052000E-05,-5.89453E-05
-3.0868800E-05,-3.94141E-05
-3.0685600E-05,-1.98828E-05
-3.0502400E-05,-7.84766E-05
-3.0319200E-05,-4.91797E-05
-3.0136000E-05,-3.94141E-05
-2.9952800E-05,-5.89453E-05
-2.9769600E-05,-2.96484E-05
-2.9586400E-05,-2.96484E-05
-2.9403200E-05,-3.94141E-05
-2.9220000E-05,-2.96484E-05
-2.9036800E-05,-5.89453E-05
-2.8853600E-05,-5.89453E-05
-2.8670400E-05,-3.94141E-05
-2.8487200E-05,-6.87109E-05
-2.8304000E-05,-2.96484E-05
-2.8120800E-05,-4.91797E-05
-2.7937600E-05,-3.94141E-05
-2.7754400E-05,-4.91797E-05
-2.7571200E-05,-4.91797E-05
-2.7388000E-05,-5.89453E-05
-2.7204800E-05,-3.94141E-05
-2.7021600E-05,-3.94141E-05
-2.6838400E-05,-5.89453E-05
-2.6655200E-05,-3.94141E-05
-2.6472000E-05,-2.96484E-05
-2.6288800E-05,-5.89453E-05
-2.6105600E-05,-5.89453E-05
-2.5922400E-05,-5.89453E-05
-2.5739200E-05,-3.94141E-05
-2.5556000E-05,-4.91797E-05
-2.5372800E-05,-5.89453E-05
-2.5189600E-05,-3.51563E-07
-2.5006400E-05,-8.82422E-05
-2.4823200E-05,-3.94141E-05
-2.4640000E-05,-5.89453E-05
-2.4456800E-05,-3.94141E-05
-2.4273600E-05,-3.94141E-05
-2.4090400E-05,-6.87109E-05
-2.3907200E-05,-1.01172E-05
-2.3724000E-05,-6.87109E-05
-2.3540800E-05,-4.91797E-05
-2.3357600E-05,-7.84766E-05
-2.3174400E-05,-4.91797E-05
-2.2991200E-05,-4.91797E-05
-2.2808000E-05,-2.96484E-05
-2.2624800E-05,-2.96484E-05
-2.2441600E-05,-2.96484E-05
-2.2258400E-05,-3.94141E-05
-2.2075200E-05,-1.98828E-05
-2.1892000E-05,-4.91797E-05
-2.1708800E-05,-2.96484E-05
-2.1525600E-05,-4.91797E-05
-2.1342400E-05,-4.91797E-05
-2.1159200E-05,-7.84766E-05
-2.0976000E-05,-2.96484E-05
-2.0792800E-05,-2.96484E-05
-2.0609600E-05,-1.01172E-05
-2.0426400E-05,-3.94141E-05
-2.0243200E-05,-2.96484E-05
-2.0060000E-05,-6.87109E-05
-1.9876800E-05,-4.91797E-05
-1.9693600E-05,-3.94141E-05
-1.9510400E-05,-2.96484E-05
-1.9327200E-05,-4.91797E-05
-1.9144000E-05,-3.94141E-05
-1.8960800E-05,-1.01172E-05
-1.8777600E-05,-5.89453E-05
-1.8594400E-05,-3.94141E-05
-1.8411200E-05,-1.01172E-05
-1.8228000E-05,-2.96484E-05
-1.8044800E-05,-1.01172E-05
-1.7861600E-05,1.91797E-05
-1.7678400E-05,-2.96484E-05
-1.7495200E-05,-1.98828E-05
-1.7312000E-05,-2.96484E-05
-1.7128800E-05,-2.96484E-05
-1.6945600E-05,-1.98828E-05
-1.6762400E-05,-1.01172E-05
-1.6579200E-05,-2.96484E-05
-1.6396000E-05,-1.98828E-05
-1.6212800E-05,-3.94141E-05
-1.6029600E-05,-2.96484E-05
-1.5846400E-05,9.41406E-06
-1.5663200E-05,-1.98828E-05
-1.5480000E-05,-2.96484E-05
-1.5296800E-05,-3.51563E-07
-1.5113600E-05,9.41406E-06
-1.4930400E-05,-3.94141E-05
-1.4747200E-05,-5.89453E-05
-1.4564000E-05,-1.01172E-05
-1.4380800E-05,-2.96484E-05
-1.4197600E-05,-3.94141E-05
-1.4014400E-05,-2.96484E-05
-1.3831200E-05,-1.01172E-05
-1.3648000E-05,-3.94141E-05
-1.3464800E-05,-5.89453E-05
-1.3281600E-05,-8.82422E-05
-1.3098400E-05,-5.89453E-05
-1.2915200E-05,-3.94141E-05
-1.2732000E-05,-2.96484E-05
-1.2548800E-05,-3.94141E-05
-1.2365600E-05,-2.96484E-05
-1.2182400E-05,-2.96484E-05
-1.1999200E-05,-2.96484E-05
-1.1816000E-05,-1.01172E-05
-1.1632800E-05,-2.96484E-05
-1.1449600E-05,9.41406E-06
-1.1266400E-05,-2.96484E-05
-1.1083200E-05,1.91797E-05
-1.0900000E-05,-1.98828E-05
-1.0716800E-05,-3.94141E-05
-1.0533600E-05,-1.98828E-05
-1.0350400E-05,-1.01172E-05
-1.0167200E-05,-1.98828E-05
-9.9840000E-06,-1.98828E-05
-9.8008000E-06,-2.96484E-05
-9.6176000E-06,-2.96484E-05
-9.4344000E-06,9.41406E-06
-9.2512000E-06,-4.91797E-05
-9.0680000E-06,-3.51563E-07
-8.8848000E-06,-1.98828E-05
-8.7016000E-06,-3.51563E-07
-8.5184000E-06,-1.01172E-05
-8.3352000E-06,-1.98828E-05
-8.1520000E-06,-3.51563E-07
-7.9688000E-06,-1.98828E-05
-7.7856000E-06,3.87109E-05
-7.6024000E-06,-2.96484E-05
-7.4192000E-06,-1.98828E-05
-7.2360000E-06,-4.91797E-05
-7.0528000E-06,-1.01172E-05
-6.8696000E-06,-9.80078E-05
-6.6864000E-06,1.91797E-05
-6.5032000E-06,-2.96484E-05
-6.3200000E-06,-1.98828E-05
-6.1368000E-06,-3.51563E-07
-5.9536000E-06,9.41406E-06
-5.7704000E-06,-2.96484E-05
-5.5872000E-06,-1.98828E-05
-5.4040000E-06,2.89453E-05
-5.2208000E-06,-3.94141E-05
-5.0376000E-06,-3.94141E-05
-4.8544000E-06,-2.96484E-05
-4.6712000E-06,-2.96484E-05
-4.4880000E-06,-5.89453E-05
-4.3048000E-06,-7.84766E-05
-4.1216000E-06,-1.01172E-05
-3.9384000E-06,-2.96484E-05
-3.7552000E-06,9.41406E-06
-3.5720000E-06,-3.94141E-05
-3.3888000E-06,-1.01172E-05
-3.2056000E-06,-4.91797E-05
-3.0224000E-06,-1.01172E-05
-2.8392000E-06,9.41406E-06
-2.6560000E-06,-3.94141E-05
-2.4728000E-06,-1.01172E-05
-2.2896000E-06,-3.94141E-05
-2.1064000E-06,-1.98828E-05
-1.9232000E-06,-3.94141E-05
-1.7400000E-06,-2.96484E-05
-1.5568000E-06,-6.87109E-05
-1.3736000E-06,-3.51563E-07
-1.1904000E-06,9.41406E-06
-1.0072000E-06,-1.98828E-05
-8.2400000E-07,9.41406E-06
-6.4080000E-07,1.91797E-05
-4.5760000E-07,-3.94141E-05
-2.7440000E-07,-3.51563E-07
-9.1200000E-08,-3.51563E-07
9.2000000E-08,8.76918E-03
2.7520000E-07,8.80824E-03
4.5840000E-07,8.81801E-03
6.4160000E-07,8.87660E-03
8.2480000E-07,8.84730E-03
1.0080000E-06,8.86684E-03
1.1912000E-06,8.86684E-03
1.3744000E-06,8.81801E-03
1.5576000E-06,8.79848E-03
1.7408000E-06,8.87660E-03
1.9240000E-06,8.88637E-03
2.1072000E-06,8.86684E-03
2.2904000E-06,8.85707E-03
2.4736000E-06,8.84730E-03
2.6568000E-06,8.86684E-03
2.8400000E-06,8.88637E-03
3.0232000E-06,8.86684E-03
3.2064000E-06,8.87660E-03
3.3896000E-06,8.86684E-03
3.5728000E-06,8.86684E-03
3.7560000E-06,8.87660E-03
3.9392000E-06,8.90590E-03
4.1224000E-06,8.90590E-03
4.3056000E-06,8.90590E-03
4.4888000E-06,8.87660E-03
4.6720000E-06,8.89613E-03
4.8552000E-06,8.87660E-03
5.0384000E-06,8.90590E-03
5.2216000E-06,8.89613E-03
5.4048000E-06,8.91566E-03
5.5880000E-06,8.86684E-03
5.7712000E-06,8.90590E-03
5.9544000E-06,8.90590E-03
6.1376000E-06,1.26602E-04
6.3208000E-06,8.75391E-05
6.5040000E-06,3.87109E-05
6.6872000E-06,1.91797E-05
6.8704000E-06,3.87109E-05
7.0536000E-06,4.84766E-05
7.2368000E-06,1.91797E-05
7.4200000E-06,-1.01172E-05
7.6032000E-06,3.87109E-05
7.7864000E-06,3.87109E-05
7.9696000E-06,-1.98828E-05
8.1528000E-06,-1.98828E-05
8.3360000E-06,1.91797E-05
8.5192000E-06,-1.98828E-05
8.7024000E-06,9.41406E-06
8.8856000E-06,-1.98828E-05
9.0688000E-06,-3.51563E-07
9.2520000E-06,-2.96484E-05
9.4352000E-06,-3.51563E-07
9.6184000E-06,9.41406E-06
9.8016000E-06,-1.01172E-05
9.9848000E-06,-1.01172E-05
1.0168000E-05,-1.98828E-05
1.0351200E-05,-2.96484E-05
1.0534400E-05,-3.51563E-07
1.0717600E-05,-3.51563E-07
1.0900800E-05,-4.91797E-05
1.1084000E-05,2.89453E-05
1.1267200E-05,2.89453E-05
1.1450400E-05,-1.98828E-05
1.1633600E-05,-1.98828E-05
1.1816800E-05,9.41406E-06
1.2000000E-05,-2.96484E-05
1.2183200E-05,-1.01172E-05
1.2366400E-05,-1.01172E-05
1.2549600E-05,-1.98828E-05
1.2732800E-05,-1.98828E-05
1.2916000E-05,-3.94141E-05
1.3099200E-05,-1.98828E-05
1.3282400E-05,1.91797E-05
1.3465600E-05,-2.96484E-05
1.3648800E-05,-1.01172E-05
1.3832000E-05,-1.01172E-05
1.4015200E-05,-2.96484E-05
1.4198400E-05,-1.01172E-05
1.4381600E-05,-1.98828E-05
1.4564800E-05,9.41406E-06
1.4748000E-05,-3.94141E-05
1.4931200E-05,-3.51563E-07
1.5114400E-05,-1.98828E-05
1.5297600E-05,-2.96484E-05
1.5480800E-05,-2.96484E-05
1.5664000E-05,-4.91797E-05
1.5847200E-05,1.91797E-05
1.6030400E-05,-3.51563E-07
1.6213600E-05,4.84766E-05
1.6396800E-05,-2.96484E-05
1.6580000E-05,-2.96484E-05
1.6763200E-05,-3.51563E-07
1.6946400E-05,-1.01172E-05
1.7129600E-05,-1.01172E-05
1.7312800E-05,-4.91797E-05
1.7496000E-05,-6.87109E-05
1.7679200E-05,-3.51563E-07
1.7862400E-05,-3.94141E-05
1.8045600E-05,-2.96484E-05
1.8228800E-05,-1.01172E-05
1.8412000E-05,-1.98828E-05
1.8595200E-05,-1.98828E-05
1.8778400E-05,-2.96484E-05
1.8961600E-05,-1.01172E-05
1.9144800E-05,-2.96484E-05
1.9328000E-05,-2.96484E-05
1.9511200E-05,-1.98828E-05
1.9694400E-05,-3.94141E-05
1.9877600E-05,-1.98828E-05
2.0060800E-05,8.76918E-03
2.0244000E-05,8.81801E-03
2.0427200E-05,8.79848E-03
2.0610400E-05,8.85707E-03
2.0793600E-05,8.81801E-03
2.0976800E-05,8.85707E-03
2.1160000E-05,8.87660E-03
2.1343200E-05,8.83754E-03
2.1526400E-05,8.87660E-03
2.1709600E-05,8.83754E-03
2.1892800E-05,8.87660E-03
2.2076000E-05,8.88637E-03
2.2259200E-05,8.90590E-03
2.2442400E-05,8.89613E-03
2.2625600E-05,8.88637E-03
2.2808800E-05,8.84730E-03
2.2992000E-05,8.90590E-03
2.3175200E-05,8.86684E-03
2.3358400E-05,8.90590E-03
2.3541600E-05,8.94496E-03
2.3724800E-05,8.88637E-03
2.3908000E-05,8.90590E-03
2.4091200E-05,8.89613E-03
2.4274400E-05,8.88637E-03
2.4457600E-05,8.91566E-03
2.4640800E-05,8.87660E-03
2.4824000E-05,8.93520E-03
2.5007200E-05,8.89613E-03
2.5190400E-05,8.93520E-03
2.5373600E-05,8.92543E-03
2.5556800E-05,8.88637E-03
2.5740000E-05,8.88637E-03
2.5923200E-05,8.88637E-03
2.6106400E-05,1.26602E-04
2.6289600E-05,3.87109E-05
2.6472800E-05,3.87109E-05
2.6656000E-05,4.84766E-05
2.6839200E-05,-1.01172E-05
2.7022400E-05,3.87109E-05
2.7205600E-05,1.91797E-05
2.7388800E-05,2.89453E-05
2.7572000E-05,9.41406E-06
2.7755200E-05,3.87109E-05
2.7938400E-05,9.41406E-06
2.8121600E-05,2.89453E-05
2.8304800E-05,5.82422E-05
2.8488000E-05,-1.01172E-05
2.8671200E-05,-2.96484E-05
2.8854400E-05,9.41406E-06
2.9037600E-05,-1.01172E-05
2.9220800E-05,-1.98828E-05
2.9404000E-05,-3.51563E-07
2.9587200E-05,-1.98828E-05
2.9770400E-05,-3.94141E-05
2.9953600E-05,-4.91797E-05
3.0136800E-05,-2.96484E-05
3.0320000E-05,-1.98828E-05
3.0503200E-05,-1.01172E-05
3.0686400E-05,-3.94141E-05
3.0869600E-05,-3.51563E-07
3.1052800E-05,-1.98828E-05
3.1236000E-05,-3.51563E-07
3.1419200E-05,-3.51563E-07
3.1602400E-05,-1.01172E-05
3.1785600E-05,-2.96484E-05
3.1968800E-05,-3.51563E-07
3.2152000E-05,-2.96484E-05
3.2335200E-05,-2.96484E-05
3.2518400E-05,-2.96484E-05
3.2701600E-05,-2.96484E-05
3.2884800E-05,-6.87109E-05
3.3068000E-05,-1.01172E-05
3.3251200E-05,-1.98828E-05
3.3434400E-05,-6.87109E-05
3.3617600E-05,-1.01172E-05
3.3800800E-05,-1.01172E-05
3.3984000E-05,-1.01172E-05
3.4167200E-05,-3.51563E-07
3.4350400E-05,-1.98828E-05
3.4533600E-05,-2.96484E-05
3.4716800E-05,-1.01172E-05
3.4900000E-05,-1.01172E-05
3.5083200E-05,-2.96484E-05
3.5266400E-05,-1.01172E-05
3.5449600E-05,-1.98828E-05
3.5632800E-05,-1.98828E-05
3.5816000E-05,-3.94141E-05
3.5999200E-05,-2.96484E-05
3.6182400E-05,-4.91797E-05
3.6365600E-05,-1.98828E-05
3.6548800E-05,3.87109E-05
3.6732000E-05,-1.01172E-05
3.6915200E-05,-4.91797E-05
3.7098400E-05,-1.01172E-05
3.7281600E-05,9.41406E-06
3.7464800E-05,-3.94141E-05
3.7648000E-05,-1.01172E-05
3.7831200E-05,9.41406E-06
3.8014400E-05,-1.98828E-05
3.8197600E-05,-3.51563E-07
3.8380800E-05,-2.96484E-05
3.8564000E-05,3.87109E-05
3.8747200E-05,-3.94141E-05
3.8930400E-05,-3.51563E-07
3.9113600E-05,1.91797E-05
3.9296800E-05,-2.96484E-05
3.9480000E-05,-3.51563E-07
3.9663200E-05,-3.51563E-07
3.9846400E-05,-1.01172E-05
4.0029600E-05,8.73988E-03
4.0212800E-05,8.84730E-03
4.0396000E-05,8.82777E-03
4.0579200E-05,8.85707E-03
4.0762400E-05,8.83754E-03
4.0945600E-05,8.88637E-03
4.1128800E-05,8.84730E-03
4.1312000E-05,8.90590E-03
4.1495200E-05,8.87660E-03
4.1678400E-05,8.89613E-03
4.1861600E-05,8.91566E-03
4.2044800E-05,8.89613E-03
4.2228000E-05,8.85707E-03
4.2411200E-05,8.89613E-03
4.2594400E-05,8.91566E-03
4.2777600E-05,8.90590E-03
4.2960800E-05,8.91566E-03
4.3144000E-05,8.95473E-03
4.3327200E-05,8.92543E-03
4.3510400E-05,8.89613E-03
4.3693600E-05,8.91566E-03
4.3876800E-05,8.88637E-03
4.4060000E-05,8.91566E-03
4.4243200E-05,8.94496E-03
4.4426400E-05,8.92543E-03
4.4609600E-05,8.92543E-03
4.4792800E-05,8.96449E-03
4.4976000E-05,8.91566E-03
4.5159200E-05,8.93520E-03
4.5342400E-05,8.91566E-03
4.5525600E-05,8.91566E-03
4.5708800E-05,8.95473E-03
4.5892000E-05,8.94496E-03
4.6075200E-05,1.26602E-04
4.6258400E-05,7.77734E-05
4.6441600E-05,6.80078E-05
4.6624800E-05,8.75391E-05
4.6808000E-05,5.82422E-05
4.6991200E-05,1.07070E-04
4.7174400E-05,2.89453E-05
4.7357600E-05,3.87109E-05
4.7540800E-05,2.89453E-05
4.7724000E-05,9.41406E-06
4.7907200E-05,9.41406E-06
4.8090400E-05,4.84766E-05
4.8273600E-05,5.82422E-05
4.8456800E-05,8.75391E-05
4.8640000E-05,9.41406E-06
4.8823200E-05,4.84766E-05
4.9006400E-05,5.82422E-05
4.9189600E-05,1.91797E-05
4.9372800E-05,4.84766E-05
4.9556000E-05,2.89453E-05
4.9739200E-05,5.82422E-05
4.9922400E-05,3.87109E-05
5.0105600E-05,3.87109E-05
5.0288800E-05,7.77734E-05
5.0472000E-05,1.91797E-05
5.0655200E-05,9.41406E-06
5.0838400E-05,7.77734E-05
5.1021600E-05,4.84766E-05
5.1204800E-05,-1.98828E-05
5.1388000E-05,4.84766E-05
5.1571200E-05,8.75391E-05
5.1754400E-05,1.91797E-05
5.1937600E-05,1.91797E-05
5.2120800E-05,2.89453E-05
5.2304000E-05,2.89453E-05
5.2487200E-05,3.87109E-05
5.2670400E-05,3.87109E-05
5.2853600E-05,3.87109E-05
5.3036800E-05,1.91797E-05
5.3220000E-05,1.91797E-05
5.3403200E-05,1.91797E-05
5.3586400E-05,-3.51563E-07
5.3769600E-05,9.41406E-06
5.3952800E-05,1.91797E-05
5.4136000E-05,9.41406E-06
5.4319200E-05,1.91797E-05
5.4502400E-05,-3.51563E-07
5.4685600E-05,4.84766E-05
5.4868800E-05,1.91797E-05
5.5052000E-05,-1.01172E-05
5.5235200E-05,2.89453E-05
5.5418400E-05,1.91797E-05
5.5601600E-05,2.89453E-05
5.5784800E-05,9.41406E-06
5.5968000E-05,9.41406E-06
5.6151200E-05,-3.51563E-07
5.6334400E-05,9.41406E-06
5.6517600E-05,-2.96484E-05
5.6700800E-05,3.87109E-05
5.6884000E-05,9.41406E-06
5.7067200E-05,-3.51563E-07
5.7250400E-05,-1.01172E-05
5.7433600E-05,-3.51563E-07
5.7616800E-05,4.84766E-05
5.7800000E-05,-1.01172E-05
5.7983200E-05,-1.98828E-05
5.8166400E-05,2.89453E-05
5.8349600E-05,9.41406E-06
5.8532800E-05,2.89453E-05
5.8716000E-05,3.87109E-05
5.8899200E-05,2.89453E-05
5.9082400E-05,1.91797E-05
5.9265600E-05,-3.51563E-07
5.9448800E-05,9.41406E-06
5.9632000E-05,4.84766E-05
5.9815200E-05,-3.51563E-07
