in s,C4 in V
9.6468400E-04,9.33184E-04
9.6486720E-04,9.42949E-04
9.6505040E-04,9.03887E-04
9.6523360E-04,9.57598E-04
9.6541680E-04,9.23418E-04
9.6560000E-04,9.33184E-04
9.6578320E-04,9.42949E-04
9.6596640E-04,9.42949E-04
9.6614960E-04,8.79473E-04
9.6633280E-04,9.28301E-04
9.6651600E-04,-3.84961E-05
9.6669920E-04,-7.75586E-05
9.6688240E-04,-6.29102E-05
9.6706560E-04,-6.77930E-05
9.6724880E-04,-6.29102E-05
9.6743200E-04,-5.80273E-05
9.6761520E-04,-6.29102E-05
9.6779840E-04,-3.84961E-05
9.6798160E-04,-6.29102E-05
9.6816480E-04,-4.82617E-05
9.6834800E-04,-8.24414E-05
9.6853120E-04,-4.82617E-05
9.6871440E-04,-1.06855E-04
9.6889760E-04,-6.77930E-05
9.6908080E-04,-6.77930E-05
9.6926400E-04,-8.73242E-05
9.6944720E-04,-6.29102E-05
9.6963040E-04,-7.75586E-05
9.6981360E-04,-1.89648E-05
9.6999680E-04,-1.89648E-05
9.7018000E-04,-7.75586E-05
9.7036320E-04,-5.31445E-05
9.7054640E-04,-8.24414E-05
9.7072960E-04,-4.82617E-05
9.7091280E-04,-6.77930E-05
9.7109600E-04,-8.73242E-05
9.7127920E-04,-5.80273E-05
9.7146240E-04,-5.80273E-05
9.7164560E-04,-7.75586E-05
9.7182880E-04,-8.73242E-05
9.7201200E-04,-4.82617E-05
9.7219520E-04,-6.77930E-05
9.7237840E-04,-5.31445E-05
9.7256160E-04,-8.24414E-05
9.7274480E-04,-6.77930E-05
9.7292800E-04,-8.24414E-05
9.7311120E-04,-7.26758E-05
9.7329440E-04,-6.77930E-05
9.7347760E-04,-6.29102E-05
9.7366080E-04,-1.11738E-04
9.7384400E-04,-8.24414E-05
9.7402720E-04,-9.22070E-05
9.7421040E-04,-8.24414E-05
9.7439360E-04,-7.26758E-05
9.7457680E-04,-8.73242E-05
9.7476000E-04,-9.70898E-05
9.7494320E-04,-8.73242E-05
9.7512640E-04,-8.73242E-05
9.7530960E-04,-1.01973E-04
9.7549280E-04,-7.26758E-05
9.7567600E-04,-1.06855E-04
9.7585920E-04,-7.75586E-05
9.7604240E-04,-1.21504E-04
9.7622560E-04,-9.22070E-05
9.7640880E-04,-9.22070E-05
9.7659200E-04,-1.16621E-04
9.7677520E-04,-1.06855E-04
9.7695840E-04,-1.16621E-04
9.7714160E-04,-1.16621E-04
9.7732480E-04,-8.73242E-05
9.7750800E-04,-1.11738E-04
9.7769120E-04,-1.16621E-04
9.7787440E-04,-1.60566E-04
9.7805760E-04,-1.01973E-04
9.7824080E-04,-1.75215E-04
9.7842400E-04,-1.01973E-04
9.7860720E-04,-1.50801E-04
9.7879040E-04,-1.21504E-04
9.7897360E-04,-8.24414E-05
9.7915680E-04,-1.16621E-04
9.7934000E-04,-7.26758E-05
9.7952320E-04,8.64824E-04
9.7970640E-04,8.74590E-04
9.7988960E-04,8.30645E-04
9.8007280E-04,8.94121E-04
9.8025600E-04,8.99004E-04
9.8043920E-04,8.74590E-04
9.8062240E-04,8.94121E-04
9.8080560E-04,9.03887E-04
9.8098880E-04,8.89238E-04
9.8117200E-04,8.94121E-04
9.8135520E-04,8.89238E-04
9.8153840E-04,8.74590E-04
9.8172160E-04,8.74590E-04
9.8190480E-04,8.94121E-04
9.8208800E-04,9.08770E-04
9.8227120E-04,8.99004E-04
9.8245440E-04,8.74590E-04
9.8263760E-04,8.74590E-04
9.8282080E-04,8.99004E-04
9.8300400E-04,8.64824E-04
9.8318720E-04,8.99004E-04
9.8337040E-04,8.79473E-04
9.8355360E-04,8.69707E-04
9.8373680E-04,9.08770E-04
9.8392000E-04,8.89238E-04
9.8410320E-04,8.99004E-04
9.8428640E-04,8.79473E-04
9.8446960E-04,9.08770E-04
9.8465280E-04,8.99004E-04
9.8483600E-04,9.13652E-04
9.8501920E-04,9.18535E-04
9.8520240E-04,9.18535E-04
9.8538560E-04,9.08770E-04
9.8556880E-04,8.94121E-04
9.8575200E-04,8.94121E-04
9.8593520E-04,8.79473E-04
9.8611840E-04,9.33184E-04
9.8630160E-04,8.99004E-04
9.8648480E-04,4.44902E-04
9.8666800E-04,-7.75586E-05
9.8685120E-04,-1.06855E-04
9.8703440E-04,-7.26758E-05
9.8721760E-04,-6.29102E-05
9.8740080E-04,-8.24414E-05
9.8758400E-04,-7.75586E-05
9.8776720E-04,-9.70898E-05
9.8795040E-04,-7.75586E-05
9.8813360E-04,-7.26758E-05
9.8831680E-04,-9.70898E-05
9.8850000E-04,-7.26758E-05
9.8868320E-04,-8.24414E-05
9.8886640E-04,-1.01973E-04
9.8904960E-04,-6.29102E-05
9.8923280E-04,-7.75586E-05
9.8941600E-04,-7.26758E-05
9.8959920E-04,-4.82617E-05
9.8978240E-04,-3.84961E-05
9.8996560E-04,-9.22070E-05
9.9014880E-04,-8.73242E-05
9.9033200E-04,-7.75586E-05
9.9051520E-04,-7.26758E-05
9.9069840E-04,-1.11738E-04
9.9088160E-04,-5.31445E-05
9.9106480E-04,-8.73242E-05
9.9124800E-04,-3.36133E-05
9.9143120E-04,-9.22070E-05
9.9161440E-04,-5.31445E-05
9.9179760E-04,-9.22070E-05
9.9198080E-04,-1.01973E-04
9.9216400E-04,-7.26758E-05
9.9234720E-04,-5.80273E-05
9.9253040E-04,-1.01973E-04
9.9271360E-04,-8.73242E-05
9.9289680E-04,-7.26758E-05
9.9308000E-04,-8.24414E-05
9.9326320E-04,-8.73242E-05
9.9344640E-04,-8.24414E-05
9.9362960E-04,-7.75586E-05
9.9381280E-04,-6.77930E-05
9.9399600E-04,-8.73242E-05
9.9417920E-04,-9.70898E-05
9.9436240E-04,-8.24414E-05
9.9454560E-04,-9.22070E-05
9.9472880E-04,-1.11738E-04
9.9491200E-04,-8.24414E-05
9.9509520E-04,-9.22070E-05
9.9527840E-04,-1.06855E-04
9.9546160E-04,-8.24414E-05
9.9564480E-04,-1.06855E-04
9.9582800E-04,-1.65449E-04
9.9601120E-04,-8.73242E-05
9.9619440E-04,-9.70898E-05
9.9637760E-04,-9.70898E-05
9.9656080E-04,-1.11738E-04
9.9674400E-04,-1.06855E-04
9.9692720E-04,-8.73242E-05
9.9711040E-04,-5.80273E-05
9.9729360E-04,-1.06855E-04
9.9747680E-04,-7.26758E-05
9.9766000E-04,-8.24414E-05
9.9784320E-04,-9.70898E-05
9.9802640E-04,-1.16621E-04
9.9820960E-04,-9.22070E-05
9.9839280E-04,-8.24414E-05
9.9857600E-04,-7.75586E-05
9.9875920E-04,-9.70898E-05
9.9894240E-04,-7.26758E-05
9.9912560E-04,-7.26758E-05
9.9930880E-04,-9.70898E-05
9.9949200E-04,8.50176E-04
9.9967520E-04,8.74590E-04
9.9985840E-04,9.42949E-04
1.0000416E-03,8.94121E-04
1.0002248E-03,8.94121E-04
1.0004080E-03,8.74590E-04
1.0005912E-03,8.94121E-04
1.0007744E-03,9.33184E-04
1.0009576E-03,8.89238E-04
1.0011408E-03,9.03887E-04
1.0013240E-03,9.08770E-04
1.0015072E-03,8.94121E-04
1.0016904E-03,8.99004E-04
1.0018736E-03,8.99004E-04
1.0020568E-03,8.99004E-04
1.0022400E-03,9.28301E-04
1.0024232E-03,9.42949E-04
1.0026064E-03,8.99004E-04
1.0027896E-03,9.52715E-04
1.0029728E-03,9.38066E-04
1.0031560E-03,9.42949E-04
1.0033392E-03,8.84355E-04
1.0035224E-03,9.47832E-04
1.0037056E-03,9.38066E-04
1.0038888E-03,9.23418E-04
1.0040720E-03,9.28301E-04
1.0042552E-03,9.52715E-04
1.0044384E-03,9.33184E-04
1.0046216E-03,9.23418E-04
1.0048048E-03,8.99004E-04
1.0049880E-03,9.18535E-04
1.0051712E-03,9.72246E-04
1.0053544E-03,9.42949E-04
1.0055376E-03,9.18535E-04
1.0057208E-03,9.28301E-04
1.0059040E-03,9.52715E-04
1.0060872E-03,9.28301E-04
1.0062704E-03,9.28301E-04
1.0064536E-03,9.33184E-04
1.0066368E-03,-9.19922E-06
1.0068200E-03,-3.36133E-05
1.0070032E-03,-7.26758E-05
1.0071864E-03,-4.82617E-05
1.0073696E-03,-4.33789E-05
1.0075528E-03,-6.29102E-05
1.0077360E-03,-4.82617E-05
1.0079192E-03,-6.29102E-05
1.0081024E-03,-1.89648E-05
1.0082856E-03,-5.80273E-05
1.0084688E-03,-3.36133E-05
1.0086520E-03,-6.77930E-05
1.0088352E-03,-9.19922E-06
1.0090184E-03,-5.31445E-05
1.0092016E-03,5.66406E-07
1.0093848E-03,-5.80273E-05
1.0095680E-03,-3.36133E-05
1.0097512E-03,-2.87305E-05
1.0099344E-03,-5.80273E-05
1.0101176E-03,-4.82617E-05
1.0103008E-03,-1.40820E-05
1.0104840E-03,-6.29102E-05
1.0106672E-03,-4.33789E-05
1.0108504E-03,-6.29102E-05
1.0110336E-03,-3.36133E-05
1.0112168E-03,-1.89648E-05
1.0114000E-03,-2.38477E-05
1.0115832E-03,-6.77930E-05
1.0117664E-03,-2.87305E-05
1.0119496E-03,-3.84961E-05
1.0121328E-03,-5.80273E-05
1.0123160E-03,-6.29102E-05
1.0124992E-03,-3.36133E-05
1.0126824E-03,-6.77930E-05
1.0128656E-03,-4.82617E-05
1.0130488E-03,-5.31445E-05
1.0132320E-03,-6.77930E-05
1.0134152E-03,-6.77930E-05
1.0135984E-03,-1.89648E-05
1.0137816E-03,-4.33789E-05
1.0139648E-03,-4.33789E-05
1.0141480E-03,-4.33789E-05
1.0143312E-03,-3.36133E-05
1.0145144E-03,-7.75586E-05
1.0146976E-03,2.00977E-05
1.0148808E-03,-6.29102E-05
1.0150640E-03,-2.87305E-05
1.0152472E-03,-6.77930E-05
1.0154304E-03,-3.84961E-05
1.0156136E-03,-4.33789E-05
1.0157968E-03,-5.31445E-05
1.0159800E-03,-6.29102E-05
1.0161632E-03,-4.33789E-05
1.0163464E-03,-6.29102E-05
1.0165296E-03,-3.84961E-05
1.0167128E-03,-7.26758E-05
1.0168960E-03,-3.84961E-05
1.0170792E-03,-7.26758E-05
1.0172624E-03,-3.84961E-05
1.0174456E-03,-6.29102E-05
1.0176288E-03,-8.24414E-05
1.0178120E-03,-4.33789E-05
1.0179952E-03,-2.38477E-05
1.0181784E-03,-6.77930E-05
1.0183616E-03,-2.87305E-05
1.0185448E-03,-9.19922E-06
1.0187280E-03,-3.36133E-05
1.0189112E-03,-6.77930E-05
1.0190944E-03,-4.82617E-05
1.0192776E-03,-6.77930E-05
1.0194608E-03,9.33398E-05
1.0196440E-03,8.94121E-04
1.0198272E-03,9.67363E-04
1.0200104E-03,9.42949E-04
1.0201936E-03,9.33184E-04
1.0203768E-03,9.42949E-04
1.0205600E-03,9.67363E-04
1.0207432E-03,9.28301E-04
1.0209264E-03,9.28301E-04
1.0211096E-03,9.67363E-04
1.0212928E-03,9.33184E-04
1.0214760E-03,9.28301E-04
1.0216592E-03,9.42949E-04
1.0218424E-03,9.52715E-04
1.0220256E-03,9.33184E-04
1.0222088E-03,9.23418E-04
1.0223920E-03,9.23418E-04
1.0225752E-03,9.38066E-04
1.0227584E-03,9.47832E-04
1.0229416E-03,9.47832E-04
1.0231248E-03,9.33184E-04
1.0233080E-03,9.38066E-04
1.0234912E-03,9.28301E-04
1.0236744E-03,9.33184E-04
1.0238576E-03,9.67363E-04
1.0240408E-03,9.28301E-04
1.0242240E-03,9.28301E-04
1.0244072E-03,9.42949E-04
1.0245904E-03,9.86895E-04
1.0247736E-03,9.52715E-04
1.0249568E-03,9.57598E-04
1.0251400E-03,9.38066E-04
1.0253232E-03,9.67363E-04
1.0255064E-03,9.57598E-04
1.0256896E-03,9.13652E-04
1.0258728E-03,9.28301E-04
1.0260560E-03,9.08770E-04
1.0262392E-03,9.52715E-04
1.0264224E-03,9.23418E-04
1.0266056E-03,-8.73242E-05
1.0267888E-03,-6.29102E-05
1.0269720E-03,-8.73242E-05
1.0271552E-03,-5.80273E-05
1.0273384E-03,-9.22070E-05
1.0275216E-03,-8.73242E-05
1.0277048E-03,-7.75586E-05
1.0278880E-03,-4.82617E-05
1.0280712E-03,-1.31270E-04
1.0282544E-03,-6.77930E-05
1.0284376E-03,-1.11738E-04
1.0286208E-03,-8.73242E-05
1.0288040E-03,-1.01973E-04
1.0289872E-03,-8.24414E-05
1.0291704E-03,-7.75586E-05
1.0293536E-03,-1.06855E-04
1.0295368E-03,-1.06855E-04
1.0297200E-03,-1.11738E-04
1.0299032E-03,-1.01973E-04
1.0300864E-03,-8.24414E-05
1.0302696E-03,-1.01973E-04
1.0304528E-03,-8.73242E-05
1.0306360E-03,-1.45918E-04
1.0308192E-03,-1.45918E-04
1.0310024E-03,-1.01973E-04
1.0311856E-03,-8.73242E-05
1.0313688E-03,-1.26387E-04
1.0315520E-03,-1.01973E-04
1.0317352E-03,-1.36152E-04
1.0319184E-03,-1.06855E-04
1.0321016E-03,-9.70898E-05
1.0322848E-03,-9.22070E-05
1.0324680E-03,-1.21504E-04
1.0326512E-03,-9.22070E-05
1.0328344E-03,-8.73242E-05
1.0330176E-03,-1.21504E-04
1.0332008E-03,-1.31270E-04
1.0333840E-03,-9.70898E-05
1.0335672E-03,-6.77930E-05
1.0337504E-03,-1.06855E-04
1.0339336E-03,-1.26387E-04
1.0341168E-03,-1.26387E-04
1.0343000E-03,-1.01973E-04
1.0344832E-03,-9.22070E-05
1.0346664E-03,-1.16621E-04
1.0348496E-03,-1.06855E-04
1.0350328E-03,-1.01973E-04
1.0352160E-03,-1.31270E-04
1.0353992E-03,-1.21504E-04
1.0355824E-03,-1.16621E-04
1.0357656E-03,-9.22070E-05
1.0359488E-03,-7.26758E-05
1.0361320E-03,-1.16621E-04
1.0363152E-03,-1.21504E-04
1.0364984E-03,-9.70898E-05
1.0366816E-03,-9.70898E-05
1.0368648E-03,-1.16621E-04
1.0370480E-03,-7.26758E-05
1.0372312E-03,-8.24414E-05
1.0374144E-03,-7.75586E-05
1.0375976E-03,-5.31445E-05
1.0377808E-03,-9.70898E-05
1.0379640E-03,-8.24414E-05
1.0381472E-03,-9.70898E-05
1.0383304E-03,-5.80273E-05
1.0385136E-03,-4.33789E-05
1.0386968E-03,-7.26758E-05
1.0388800E-03,-3.84961E-05
1.0390632E-03,-9.70898E-05
1.0392464E-03,-8.73242E-05
1.0394296E-03,-4.33789E-05
1.0396128E-03,9.03887E-04
1.0397960E-03,8.69707E-04
1.0399792E-03,8.94121E-04
1.0401624E-03,8.79473E-04
1.0403456E-03,9.08770E-04
1.0405288E-03,9.08770E-04
1.0407120E-03,8.99004E-04
1.0408952E-03,9.18535E-04
1.0410784E-03,9.33184E-04
1.0412616E-03,9.18535E-04
1.0414448E-03,9.38066E-04
1.0416280E-03,8.99004E-04
1.0418112E-03,9.33184E-04
1.0419944E-03,9.33184E-04
1.0421776E-03,9.13652E-04
1.0423608E-03,9.28301E-04
1.0425440E-03,9.38066E-04
1.0427272E-03,9.33184E-04
1.0429104E-03,9.28301E-04
1.0430936E-03,9.08770E-04
1.0432768E-03,9.03887E-04
1.0434600E-03,9.28301E-04
1.0436432E-03,8.99004E-04
1.0438264E-03,8.94121E-04
1.0440096E-03,9.38066E-04
1.0441928E-03,9.18535E-04
1.0443760E-03,8.99004E-04
1.0445592E-03,8.94121E-04
1.0447424E-03,9.08770E-04
1.0449256E-03,9.13652E-04
1.0451088E-03,8.89238E-04
1.0452920E-03,9.47832E-04
1.0454752E-03,9.47832E-04
1.0456584E-03,9.08770E-04
1.0458416E-03,8.94121E-04
1.0460248E-03,9.03887E-04
1.0462080E-03,9.13652E-04
1.0463912E-03,9.13652E-04
1.0465744E-03,-8.24414E-05
1.0467576E-03,-6.77930E-05
1.0469408E-03,-7.26758E-05
1.0471240E-03,-3.84961E-05
1.0473072E-03,-7.26758E-05
1.0474904E-03,-7.26758E-05
1.0476736E-03,-6.77930E-05
1.0478568E-03,-4.82617E-05
1.0480400E-03,-9.70898E-05
1.0482232E-03,-7.75586E-05
1.0484064E-03,-6.29102E-05
1.0485896E-03,-6.29102E-05
1.0487728E-03,-7.75586E-05
1.0489560E-03,-6.77930E-05
1.0491392E-03,-6.29102E-05
1.0493224E-03,-4.82617E-05
1.0495056E-03,-8.73242E-05
1.0496888E-03,-7.75586E-05
1.0498720E-03,-6.77930E-05
1.0500552E-03,-8.24414E-05
1.0502384E-03,-9.70898E-05
1.0504216E-03,-8.24414E-05
1.0506048E-03,-7.26758E-05
1.0507880E-03,-6.77930E-05
1.0509712E-03,-6.77930E-05
1.0511544E-03,-5.80273E-05
1.0513376E-03,-6.77930E-05
1.0515208E-03,-8.73242E-05
1.0517040E-03,-1.01973E-04
1.0518872E-03,-6.29102E-05
1.0520704E-03,-5.80273E-05
1.0522536E-03,-1.11738E-04
1.0524368E-03,-4.82617E-05
1.0526200E-03,-7.26758E-05
1.0528032E-03,-8.73242E-05
1.0529864E-03,-1.01973E-04
1.0531696E-03,-3.36133E-05
1.0533528E-03,-7.75586E-05
1.0535360E-03,-7.26758E-05
1.0537192E-03,-8.24414E-05
1.0539024E-03,-5.31445E-05
1.0540856E-03,-5.80273E-05
1.0542688E-03,-3.36133E-05
1.0544520E-03,-5.31445E-05
1.0546352E-03,-6.29102E-05
1.0548184E-03,-3.36133E-05
1.0550016E-03,-6.29102E-05
1.0551848E-03,-9.22070E-05
1.0553680E-03,-4.82617E-05
1.0555512E-03,-6.29102E-05
1.0557344E-03,-6.77930E-05
1.0559176E-03,-6.29102E-05
1.0561008E-03,-5.80273E-05
1.0562840E-03,-1.40820E-05
1.0564672E-03,-5.80273E-05
1.0566504E-03,-1.01973E-04
1.0568336E-03,-7.26758E-05
1.0570168E-03,-6.77930E-05
1.0572000E-03,-5.80273E-05
1.0573832E-03,-8.73242E-05
1.0575664E-03,-1.40820E-05
1.0577496E-03,-8.24414E-05
1.0579328E-03,-6.29102E-05
1.0581160E-03,-9.22070E-05
1.0582992E-03,-3.36133E-05
1.0584824E-03,-6.29102E-05
1.0586656E-03,-4.33789E-05
1.0588488E-03,-6.29102E-05
1.0590320E-03,-9.19922E-06
1.0592152E-03,-6.77930E-05
1.0593984E-03,-8.24414E-05
1.0595816E-03,8.99004E-04
1.0597648E-03,9.38066E-04
1.0599480E-03,9.42949E-04
1.0601312E-03,9.23418E-04
1.0603144E-03,9.38066E-04
1.0604976E-03,9.28301E-04
1.0606808E-03,9.13652E-04
1.0608640E-03,9.47832E-04
1.0610472E-03,9.13652E-04
1.0612304E-03,9.13652E-04
1.0614136E-03,9.42949E-04
1.0615968E-03,9.52715E-04
1.0617800E-03,9.18535E-04
1.0619632E-03,9.52715E-04
1.0621464E-03,9.28301E-04
1.0623296E-03,9.52715E-04
1.0625128E-03,9.18535E-04
1.0626960E-03,9.18535E-04
1.0628792E-03,9.08770E-04
1.0630624E-03,9.47832E-04
1.0632456E-03,9.47832E-04
1.0634288E-03,9.28301E-04
1.0636120E-03,9.23418E-04
1.0637952E-03,9.72246E-04
1.0639784E-03,9.38066E-04
1.0641616E-03,9.33184E-04
1.0643448E-03,9.28301E-04
1.0645280E-03,9.57598E-04
1.0647112E-03,9.52715E-04
1.0648944E-03,9.28301E-04
1.0650776E-03,9.33184E-04
1.0652608E-03,9.72246E-04
1.0654440E-03,9.52715E-04
1.0656272E-03,9.42949E-04
1.0658104E-03,9.42949E-04
1.0659936E-03,9.57598E-04
1.0661768E-03,9.18535E-04
1.0663600E-03,9.72246E-04
1.0665432E-03,-5.80273E-05
1.0667264E-03,-3.36133E-05
1.0669096E-03,-6.29102E-05
1.0670928E-03,-3.84961E-05
1.0672760E-03,-1.40820E-05
1.0674592E-03,-5.31445E-05
1.0676424E-03,-3.36133E-05
1.0678256E-03,-6.77930E-05
1.0680088E-03,-6.77930E-05
1.0681920E-03,-9.19922E-06
1.0683752E-03,-7.26758E-05
1.0685584E-03,-6.29102E-05
1.0687416E-03,-4.82617E-05
1.0689248E-03,5.44922E-06
1.0691080E-03,-4.33789E-05
1.0692912E-03,-4.82617E-05
1.0694744E-03,-1.89648E-05
1.0696576E-03,-4.33789E-05
1.0698408E-03,-5.31445E-05
1.0700240E-03,-9.19922E-06
1.0702072E-03,-1.89648E-05
1.0703904E-03,-2.38477E-05
1.0705736E-03,-5.80273E-05
1.0707568E-03,-3.84961E-05
1.0709400E-03,-3.36133E-05
1.0711232E-03,-2.38477E-05
1.0713064E-03,-1.89648E-05
1.0714896E-03,-3.84961E-05
1.0716728E-03,-6.77930E-05
1.0718560E-03,-5.80273E-05
1.0720392E-03,-4.33789E-05
1.0722224E-03,-3.84961E-05
1.0724056E-03,-6.29102E-05
1.0725888E-03,-3.36133E-05
1.0727720E-03,-7.75586E-05
1.0729552E-03,-8.24414E-05
1.0731384E-03,-4.82617E-05
1.0733216E-03,-3.36133E-05
1.0735048E-03,-3.84961E-05
1.0736880E-03,-4.31641E-06
1.0738712E-03,-3.84961E-05
1.0740544E-03,-1.89648E-05
1.0742376E-03,-3.84961E-05
1.0744208E-03,-1.89648E-05
1.0746040E-03,-6.29102E-05
1.0747872E-03,-2.87305E-05
1.0749704E-03,-2.38477E-05
1.0751536E-03,-1.89648E-05
1.0753368E-03,-4.82617E-05
1.0755200E-03,-3.36133E-05
1.0757032E-03,-3.36133E-05
1.0758864E-03,-4.33789E-05
1.0760696E-03,-4.82617E-05
1.0762528E-03,-1.89648E-05
1.0764360E-03,-4.33789E-05
1.0766192E-03,-2.38477E-05
1.0768024E-03,-4.82617E-05
1.0769856E-03,-5.31445E-05
1.0771688E-03,-5.31445E-05
1.0773520E-03,-7.75586E-05
1.0775352E-03,-5.80273E-05
1.0777184E-03,-3.84961E-05
1.0779016E-03,-6.29102E-05
1.0780848E-03,-5.31445E-05
1.0782680E-03,-6.29102E-05
1.0784512E-03,-2.87305E-05
1.0786344E-03,-4.82617E-05
1.0788176E-03,-5.31445E-05
1.0790008E-03,-8.24414E-05
1.0791840E-03,-7.26758E-05
1.0793672E-03,-4.33789E-05
1.0795504E-03,9.33184E-04
1.0797336E-03,9.57598E-04
1.0799168E-03,9.33184E-04
1.0801000E-03,9.47832E-04
1.0802832E-03,9.38066E-04
1.0804664E-03,9.47832E-04
1.0806496E-03,9.33184E-04
1.0808328E-03,9.08770E-04
1.0810160E-03,9.13652E-04
1.0811992E-03,9.28301E-04
1.0813824E-03,9.52715E-04
1.0815656E-03,9.18535E-04
1.0817488E-03,9.18535E-04
1.0819320E-03,9.33184E-04
1.0821152E-03,9.38066E-04
1.0822984E-03,9.38066E-04
1.0824816E-03,9.47832E-04
1.0826648E-03,9.38066E-04
1.0828480E-03,9.38066E-04
1.0830312E-03,9.38066E-04
1.0832144E-03,9.28301E-04
1.0833976E-03,9.23418E-04
1.0835808E-03,9.38066E-04
1.0837640E-03,9.72246E-04
1.0839472E-03,9.38066E-04
1.0841304E-03,9.18535E-04
1.0843136E-03,9.52715E-04
1.0844968E-03,9.52715E-04
1.0846800E-03,9.72246E-04
1.0848632E-03,9.38066E-04
1.0850464E-03,9.57598E-04
1.0852296E-03,9.47832E-04
1.0854128E-03,9.47832E-04
1.0855960E-03,9.62480E-04
1.0857792E-03,9.67363E-04
1.0859624E-03,9.23418E-04
1.0861456E-03,9.52715E-04
1.0863288E-03,9.77129E-04
1.0865120E-03,-1.40820E-05
1.0866952E-03,-3.84961E-05
1.0868784E-03,-4.31641E-06
1.0870616E-03,-5.31445E-05
1.0872448E-03,-4.33789E-05
1.0874280E-03,-7.75586E-05
1.0876112E-03,-3.36133E-05
1.0877944E-03,-4.33789E-05
1.0879776E-03,-4.33789E-05
1.0881608E-03,-4.33789E-05
1.0883440E-03,-3.36133E-05
1.0885272E-03,-2.87305E-05
1.0887104E-03,-2.87305E-05
1.0888936E-03,-6.77930E-05
1.0890768E-03,-6.77930E-05
1.0892600E-03,-5.80273E-05
1.0894432E-03,-6.29102E-05
1.0896264E-03,-7.26758E-05
1.0898096E-03,-4.82617E-05
1.0899928E-03,-3.84961E-05
1.0901760E-03,-7.26758E-05
1.0903592E-03,-7.75586E-05
1.0905424E-03,-3.36133E-05
1.0907256E-03,-2.87305E-05
1.0909088E-03,-4.82617E-05
1.0910920E-03,-6.29102E-05
1.0912752E-03,-3.36133E-05
1.0914584E-03,-5.31445E-05
1.0916416E-03,-7.26758E-05
1.0918248E-03,-5.80273E-05
1.0920080E-03,-5.80273E-05
1.0921912E-03,-2.87305E-05
1.0923744E-03,-4.82617E-05
1.0925576E-03,-6.29102E-05
1.0927408E-03,-5.31445E-05
1.0929240E-03,-6.29102E-05
1.0931072E-03,-6.29102E-05
1.0932904E-03,-3.36133E-05
1.0934736E-03,-6.29102E-05
1.0936568E-03,-4.82617E-05
1.0938400E-03,-3.84961E-05
1.0940232E-03,-5.80273E-05
1.0942064E-03,-7.26758E-05
1.0943896E-03,-6.29102E-05
1.0945728E-03,-5.80273E-05
1.0947560E-03,-6.29102E-05
1.0949392E-03,-6.77930E-05
1.0951224E-03,-1.01973E-04
1.0953056E-03,-3.84961E-05
1.0954888E-03,-6.29102E-05
1.0956720E-03,-6.29102E-05
1.0958552E-03,-6.29102E-05
1.0960384E-03,-7.26758E-05
1.0962216E-03,-1.01973E-04
1.0964048E-03,-8.73242E-05
1.0965880E-03,-7.75586E-05
1.0967712E-03,-5.31445E-05
1.0969544E-03,-6.29102E-05
1.0971376E-03,-5.31445E-05
1.0973208E-03,-8.73242E-05
1.0975040E-03,-8.24414E-05
1.0976872E-03,-1.06855E-04
1.0978704E-03,-7.26758E-05
1.0980536E-03,-6.29102E-05
1.0982368E-03,-7.75586E-05
1.0984200E-03,-9.22070E-05
1.0986032E-03,-5.80273E-05
1.0987864E-03,-8.24414E-05
1.0989696E-03,-9.70898E-05
1.0991528E-03,-1.06855E-04
1.0993360E-03,-6.77930E-05
1.0995192E-03,8.89238E-04
1.0997024E-03,8.99004E-04
1.0998856E-03,8.84355E-04
1.1000688E-03,8.84355E-04
1.1002520E-03,9.18535E-04
1.1004352E-03,8.84355E-04
1.1006184E-03,8.69707E-04
1.1008016E-03,9.23418E-04
1.1009848E-03,8.89238E-04
1.1011680E-03,8.89238E-04
1.1013512E-03,8.99004E-04
1.1015344E-03,9.13652E-04
1.1017176E-03,9.62480E-04
1.1019008E-03,8.94121E-04
1.1020840E-03,8.79473E-04
1.1022672E-03,9.33184E-04
1.1024504E-03,9.08770E-04
1.1026336E-03,8.94121E-04
1.1028168E-03,9.18535E-04
1.1030000E-03,9.28301E-04
1.1031832E-03,9.18535E-04
1.1033664E-03,9.33184E-04
1.1035496E-03,9.33184E-04
1.1037328E-03,8.94121E-04
1.1039160E-03,9.38066E-04
1.1040992E-03,9.03887E-04
1.1042824E-03,9.08770E-04
1.1044656E-03,9.33184E-04
1.1046488E-03,9.52715E-04
1.1048320E-03,8.99004E-04
1.1050152E-03,9.03887E-04
1.1051984E-03,9.47832E-04
1.1053816E-03,9.33184E-04
1.1055648E-03,9.18535E-04
1.1057480E-03,9.13652E-04
1.1059312E-03,9.62480E-04
1.1061144E-03,9.33184E-04
1.1062976E-03,9.62480E-04
1.1064808E-03,-1.40820E-05
1.1066640E-03,-3.36133E-05
1.1068472E-03,-3.84961E-05
1.1070304E-03,-7.75586E-05
1.1072136E-03,-8.24414E-05
1.1073968E-03,-3.84961E-05
1.1075800E-03,-2.87305E-05
1.1077632E-03,-2.38477E-05
1.1079464E-03,-4.82617E-05
1.1081296E-03,-3.36133E-05
1.1083128E-03,-3.84961E-05
1.1084960E-03,-5.31445E-05
1.1086792E-03,-6.29102E-05
1.1088624E-03,-1.40820E-05
1.1090456E-03,-7.26758E-05
1.1092288E-03,-9.19922E-06
1.1094120E-03,-5.31445E-05
1.1095952E-03,-4.31641E-06
