in s,M2 in V
6.691692E-01,-1.5794678E+00
6.691788E-01,-1.5795288E+00
6.691884E-01,-1.5794983E+00
6.691980E-01,-1.5794983E+00
6.692076E-01,-1.5794373E+00
6.692172E-01,-1.5796204E+00
6.692268E-01,-1.5795898E+00
6.692364E-01,-1.5796204E+00
6.692460E-01,-1.5795593E+00
6.692556E-01,-1.5793457E+00
6.692652E-01,-1.5793152E+00
6.692748E-01,-1.5792236E+00
6.692844E-01,-1.5792542E+00
6.692940E-01,-1.5792847E+00
6.693036E-01,-1.5793457E+00
6.693132E-01,-1.5794373E+00
6.693228E-01,-1.5794983E+00
6.693324E-01,-1.5794678E+00
6.693420E-01,-1.5795288E+00
6.693516E-01,-1.5794678E+00
6.693612E-01,-1.5793762E+00
6.693708E-01,-1.5794067E+00
6.693804E-01,-1.5795288E+00
6.693900E-01,-1.5794983E+00
6.693996E-01,-1.5795593E+00
6.694092E-01,-1.5794678E+00
6.694188E-01,-1.5793457E+00
6.694284E-01,-1.5795288E+00
6.694380E-01,-1.5795898E+00
6.694476E-01,-1.5795593E+00
6.694572E-01,-1.5795898E+00
6.694668E-01,-1.5796204E+00
6.694764E-01,-1.5797119E+00
6.694860E-01,-1.5796814E+00
6.694956E-01,-1.5795898E+00
6.695052E-01,-1.5795288E+00
6.695148E-01,-1.5794678E+00
6.695244E-01,-1.5794373E+00
6.695340E-01,-1.5793762E+00
6.695436E-01,-1.5793152E+00
6.695532E-01,-1.5792542E+00
6.695628E-01,-1.5793762E+00
6.695724E-01,-1.5793762E+00
6.695820E-01,-1.5793762E+00
6.695916E-01,-1.5792847E+00
6.696012E-01,-1.5792236E+00
6.696108E-01,-1.5794067E+00
6.696204E-01,-1.5795593E+00
6.696300E-01,-1.5795593E+00
6.696396E-01,-1.5795898E+00
6.696492E-01,-1.5794067E+00
6.696588E-01,-1.5793762E+00
6.696684E-01,-1.5793457E+00
6.696780E-01,-1.5793152E+00
6.696876E-01,-1.5794678E+00
6.696972E-01,-1.5794067E+00
6.697068E-01,-1.5794678E+00
6.697164E-01,-1.5794678E+00
6.697260E-01,-1.5793457E+00
6.697356E-01,-1.5794678E+00
6.697452E-01,-1.5794067E+00
6.697548E-01,-1.5793457E+00
6.697644E-01,-1.5794373E+00
6.697740E-01,-1.5794983E+00
6.697836E-01,-1.5794373E+00
6.697932E-01,-1.5796509E+00
6.698028E-01,-1.5795593E+00
6.698124E-01,-1.5794983E+00
6.698220E-01,-1.5795593E+00
6.698316E-01,-1.5795593E+00
6.698412E-01,-1.5794983E+00
6.698508E-01,-1.5795593E+00
6.698604E-01,-1.5795898E+00
6.698700E-01,-1.5795898E+00
6.698796E-01,-1.5795288E+00
6.698892E-01,-1.5794678E+00
6.698988E-01,-1.5794678E+00
6.699084E-01,-1.5794983E+00
6.699180E-01,-1.5795288E+00
6.699276E-01,-1.5793457E+00
6.699372E-01,-1.5795288E+00
6.699468E-01,-1.5794067E+00
6.699564E-01,-1.5794373E+00
6.699660E-01,-1.5794067E+00
6.699756E-01,-1.5794678E+00
6.699852E-01,-1.5794067E+00
6.699948E-01,-1.5794678E+00
6.700044E-01,-1.5794067E+00
6.700140E-01,-1.5793457E+00
6.700236E-01,-1.5794373E+00
6.700332E-01,-1.5795898E+00
6.700428E-01,-1.5795898E+00
6.700524E-01,-1.5794983E+00
6.700620E-01,-1.5794678E+00
6.700716E-01,-1.5795898E+00
6.700812E-01,-1.5795898E+00
6.700908E-01,-1.5795593E+00
6.701004E-01,-1.5794678E+00
6.701100E-01,-1.5795288E+00
6.701196E-01,-1.5795288E+00
6.701292E-01,-1.5795288E+00
6.701388E-01,-1.5794678E+00
6.701484E-01,-1.5795593E+00
6.701580E-01,-1.5794983E+00
6.701676E-01,-1.5795898E+00
6.701772E-01,-1.5794678E+00
6.701868E-01,-1.5795288E+00
6.701964E-01,-1.5795288E+00
6.702060E-01,-1.5795898E+00
6.702156E-01,-1.5795593E+00
6.702252E-01,-1.5796509E+00
6.702348E-01,-1.5796509E+00
6.702444E-01,-1.5795898E+00
6.702540E-01,-1.5795288E+00
6.702636E-01,-1.5795593E+00
6.702732E-01,-1.5794373E+00
6.702828E-01,-1.5793762E+00
6.702924E-01,-1.5794373E+00
6.703020E-01,-1.5794678E+00
6.703116E-01,-1.5793457E+00
6.703212E-01,-1.5793457E+00
6.703308E-01,-1.5793152E+00
6.703404E-01,-1.5793457E+00
6.703500E-01,-1.5794067E+00
6.703596E-01,-1.5794373E+00
6.703692E-01,-1.5794373E+00
6.703788E-01,-1.5793762E+00
6.703884E-01,-1.5793457E+00
6.703980E-01,-1.5794678E+00
6.704076E-01,-1.5793457E+00
6.704172E-01,-1.5794373E+00
6.704268E-01,-1.5794067E+00
6.704364E-01,-1.5794373E+00
6.704460E-01,-1.5794373E+00
6.704556E-01,-1.5794373E+00
6.704652E-01,-1.5794678E+00
6.704748E-01,-1.5796509E+00
6.704844E-01,-1.5795593E+00
6.704940E-01,-1.5795288E+00
6.705036E-01,-1.5795593E+00
6.705132E-01,-1.5795593E+00
6.705228E-01,-1.5795288E+00
6.705324E-01,-1.5795898E+00
6.705420E-01,-1.5796509E+00
6.705516E-01,-1.5794983E+00
6.705612E-01,-1.5794678E+00
6.705708E-01,-1.5795898E+00
6.705804E-01,-1.5795898E+00
6.705900E-01,-1.5796814E+00
6.705996E-01,-1.5795593E+00
6.706092E-01,-1.5794373E+00
6.706188E-01,-1.5795898E+00
6.706284E-01,-1.5794983E+00
6.706380E-01,-1.5795593E+00
6.706476E-01,-1.5796509E+00
6.706572E-01,-1.5796509E+00
6.706668E-01,-1.5795593E+00
6.706764E-01,-1.5794678E+00
6.706860E-01,-1.5793152E+00
6.706956E-01,-1.5794678E+00
6.707052E-01,-1.5793457E+00
6.707148E-01,-1.5794067E+00
6.707244E-01,-1.5793762E+00
6.707340E-01,-1.5793152E+00
6.707436E-01,-1.5793762E+00
6.707532E-01,-1.5793457E+00
6.707628E-01,-1.5794067E+00
6.707724E-01,-1.5792847E+00
6.707820E-01,-1.5794067E+00
6.707916E-01,-1.5794067E+00
6.708012E-01,-1.5795288E+00
6.708108E-01,-1.5795288E+00
6.708204E-01,-1.5795288E+00
6.708300E-01,-1.5796204E+00
6.708396E-01,-1.5797119E+00
6.708492E-01,-1.5797729E+00
6.708588E-01,-1.5797119E+00
6.708684E-01,-1.5796204E+00
6.708780E-01,-1.5795898E+00
6.708876E-01,-1.5797119E+00
6.708972E-01,-1.5796204E+00
6.709068E-01,-1.5795898E+00
6.709164E-01,-1.5794678E+00
6.709260E-01,-1.5794983E+00
6.709356E-01,-1.5794678E+00
6.709452E-01,-1.5794373E+00
6.709548E-01,-1.5794678E+00
6.709644E-01,-1.5795593E+00
6.709740E-01,-1.5794983E+00
6.709836E-01,-1.5794983E+00
6.709932E-01,-1.5794983E+00
6.710028E-01,-1.5795288E+00
6.710124E-01,-1.5795593E+00
6.710220E-01,-1.5797424E+00
6.710316E-01,-1.5796814E+00
6.710412E-01,-1.5796509E+00
6.710508E-01,-1.5795898E+00
6.710604E-01,-1.5796204E+00
6.710700E-01,-1.5795288E+00
6.710796E-01,-1.5795593E+00
6.710892E-01,-1.5794067E+00
6.710988E-01,-1.5795288E+00
6.711084E-01,-1.5794678E+00
6.711180E-01,-1.5795898E+00
6.711276E-01,-1.5794678E+00
6.711372E-01,-1.5793457E+00
6.711468E-01,-1.5795593E+00
6.711564E-01,-1.5796204E+00
6.711660E-01,-1.5794983E+00
6.711756E-01,-1.5795288E+00
6.711852E-01,-1.5794373E+00
6.711948E-01,-1.5795288E+00
6.712044E-01,-1.5795288E+00
6.712140E-01,-1.5795288E+00
6.712236E-01,-1.5795288E+00
6.712332E-01,-1.5795898E+00
6.712428E-01,-1.5795593E+00
6.712524E-01,-1.5795593E+00
6.712620E-01,-1.5794678E+00
6.712716E-01,-1.5794373E+00
6.712812E-01,-1.5794983E+00
6.712908E-01,-1.5795898E+00
6.713004E-01,-1.5795288E+00
6.713100E-01,-1.5795593E+00
6.713196E-01,-1.5795593E+00
6.713292E-01,-1.5796509E+00
6.713388E-01,-1.5795898E+00
6.713484E-01,-1.5794983E+00
6.713580E-01,-1.5794983E+00
6.713676E-01,-1.5794678E+00
6.713772E-01,-1.5795288E+00
6.713868E-01,-1.5795288E+00
6.713964E-01,-1.5794067E+00
6.714060E-01,-1.5794983E+00
6.714156E-01,-1.5794678E+00
6.714252E-01,-1.5794373E+00
6.714348E-01,-1.5793762E+00
6.714444E-01,-1.5794067E+00
6.714540E-01,-1.5793762E+00
6.714636E-01,-1.5794678E+00
6.714732E-01,-1.5795898E+00
6.714828E-01,-1.5795898E+00
6.714924E-01,-1.5794678E+00
6.715020E-01,-1.5795898E+00
6.715116E-01,-1.5797424E+00
6.715212E-01,-1.5796509E+00
6.715308E-01,-1.5797424E+00
6.715404E-01,-1.5797119E+00
6.715500E-01,-1.5795898E+00
6.715596E-01,-1.5795593E+00
6.715692E-01,-1.5794678E+00
6.715788E-01,-1.5794678E+00
6.715884E-01,-1.5795898E+00
6.715980E-01,-1.5796204E+00
6.716076E-01,-1.5796204E+00
6.716172E-01,-1.5795288E+00
6.716268E-01,-1.5795593E+00
6.716364E-01,-1.5794983E+00
6.716460E-01,-1.5794983E+00
6.716556E-01,-1.5795288E+00
6.716652E-01,-1.5795288E+00
6.716748E-01,-1.5795898E+00
6.716844E-01,-1.5797119E+00
6.716940E-01,-1.5795288E+00
6.717036E-01,-1.5795593E+00
6.717132E-01,-1.5795288E+00
6.717228E-01,-1.5795593E+00
6.717324E-01,-1.5794983E+00
6.717420E-01,-1.5795593E+00
6.717516E-01,-1.5794067E+00
6.717612E-01,-1.5794067E+00
6.717708E-01,-1.5794678E+00
6.717804E-01,-1.5795593E+00
6.717900E-01,-1.5795593E+00
6.717996E-01,-1.5796814E+00
6.718092E-01,-1.5795898E+00
6.718188E-01,-1.5795898E+00
6.718284E-01,-1.5794678E+00
6.718380E-01,-1.5794983E+00
6.718476E-01,-1.5795593E+00
6.718572E-01,-1.5795288E+00
6.718668E-01,-1.5795593E+00
6.718764E-01,-1.5795898E+00
6.718860E-01,-1.5794983E+00
6.718956E-01,-1.5794067E+00
6.719052E-01,-1.5794678E+00
6.719148E-01,-1.5796814E+00
6.719244E-01,-1.5796814E+00
6.719340E-01,-1.5796509E+00
6.719436E-01,-1.5797424E+00
6.719532E-01,-1.5796509E+00
6.719628E-01,-1.5795898E+00
6.719724E-01,-1.5795898E+00
6.719820E-01,-1.5795898E+00
6.719916E-01,-1.5795288E+00
6.720012E-01,-1.5794983E+00
6.720108E-01,-1.5794678E+00
6.720204E-01,-1.5795288E+00
6.720300E-01,-1.5795593E+00
6.720396E-01,-1.5794678E+00
6.720492E-01,-1.5794373E+00
6.720588E-01,-1.5794678E+00
6.720684E-01,-1.5794678E+00
6.720780E-01,-1.5794373E+00
6.720876E-01,-1.5794678E+00
6.720972E-01,-1.5794373E+00
6.721068E-01,-1.5794678E+00
6.721164E-01,-1.5793762E+00
6.721260E-01,-1.5795898E+00
6.721356E-01,-1.5798340E+00
6.721452E-01,-1.5798645E+00
6.721548E-01,-1.5797729E+00
6.721644E-01,-1.5797424E+00
6.721740E-01,-1.5794983E+00
6.721836E-01,-1.5795288E+00
6.721932E-01,-1.5794678E+00
6.722028E-01,-1.5794678E+00
6.722124E-01,-1.5794373E+00
6.722220E-01,-1.5794983E+00
6.722316E-01,-1.5794983E+00
6.722412E-01,-1.5794983E+00
6.722508E-01,-1.5794067E+00
6.722604E-01,-1.5794983E+00
6.722700E-01,-1.5795593E+00
6.722796E-01,-1.5796204E+00
6.722892E-01,-1.5796509E+00
6.722988E-01,-1.5796509E+00
6.723084E-01,-1.5795898E+00
6.723180E-01,-1.5794373E+00
6.723276E-01,-1.5794678E+00
6.723372E-01,-1.5794067E+00
6.723468E-01,-1.5794067E+00
6.723564E-01,-1.5795288E+00
6.723660E-01,-1.5796204E+00
6.723756E-01,-1.5794678E+00
6.723852E-01,-1.5795593E+00
6.723948E-01,-1.5793762E+00
6.724044E-01,-1.5795593E+00
6.724140E-01,-1.5795288E+00
6.724236E-01,-1.5795898E+00
6.724332E-01,-1.5796204E+00
6.724428E-01,-1.5795288E+00
6.724524E-01,-1.5795898E+00
6.724620E-01,-1.5797424E+00
6.724716E-01,-1.5796509E+00
6.724812E-01,-1.5797424E+00
6.724908E-01,-1.5796509E+00
6.725004E-01,-1.5795898E+00
6.725100E-01,-1.5795288E+00
6.725196E-01,-1.5795288E+00
6.725292E-01,-1.5795898E+00
6.725388E-01,-1.5795898E+00
6.725484E-01,-1.5795593E+00
6.725580E-01,-1.5795898E+00
6.725676E-01,-1.5795898E+00
6.725772E-01,-1.5795288E+00
6.725868E-01,-1.5794067E+00
6.725964E-01,-1.5794983E+00
6.726060E-01,-1.5796204E+00
6.726156E-01,-1.5794373E+00
6.726252E-01,-1.5794983E+00
6.726348E-01,-1.5794373E+00
6.726444E-01,-1.5794067E+00
6.726540E-01,-1.5794983E+00
6.726636E-01,-1.5794983E+00
6.726732E-01,-1.5794983E+00
6.726828E-01,-1.5795898E+00
6.726924E-01,-1.5794067E+00
6.727020E-01,-1.5793152E+00
6.727116E-01,-1.5794678E+00
6.727212E-01,-1.5794983E+00
6.727308E-01,-1.5794678E+00
6.727404E-01,-1.5794678E+00
6.727500E-01,-1.5795288E+00
6.727596E-01,-1.5796204E+00
6.727692E-01,-1.5796814E+00
6.727788E-01,-1.5795898E+00
6.727884E-01,-1.5797119E+00
6.727980E-01,-1.5796509E+00
6.728076E-01,-1.5796814E+00
6.728172E-01,-1.5798035E+00
6.728268E-01,-1.5796509E+00
6.728364E-01,-1.5796814E+00
6.728460E-01,-1.5795898E+00
6.728556E-01,-1.5795593E+00
6.728652E-01,-1.5796509E+00
6.728748E-01,-1.5795288E+00
6.728844E-01,-1.5796204E+00
6.728940E-01,-1.5794678E+00
6.729036E-01,-1.5794983E+00
6.729132E-01,-1.5794373E+00
6.729228E-01,-1.5795593E+00
6.729324E-01,-1.5795593E+00
6.729420E-01,-1.5795898E+00
6.729516E-01,-1.5796509E+00
6.729612E-01,-1.5797119E+00
6.729708E-01,-1.5795898E+00
6.729804E-01,-1.5795288E+00
6.729900E-01,-1.5795288E+00
6.729996E-01,-1.5794373E+00
6.730092E-01,-1.5793762E+00
6.730188E-01,-1.5794678E+00
6.730284E-01,-1.5795288E+00
6.730380E-01,-1.5795593E+00
6.730476E-01,-1.5795288E+00
6.730572E-01,-1.5794678E+00
6.730668E-01,-1.5795288E+00
6.730764E-01,-1.5795288E+00
6.730860E-01,-1.5793762E+00
6.730956E-01,-1.5795593E+00
6.731052E-01,-1.5795288E+00
6.731148E-01,-1.5795593E+00
6.731244E-01,-1.5795593E+00
6.731340E-01,-1.5795593E+00
6.731436E-01,-1.5796509E+00
6.731532E-01,-1.5795898E+00
6.731628E-01,-1.5796204E+00
6.731724E-01,-1.5795898E+00
6.731820E-01,-1.5795898E+00
6.731916E-01,-1.5796204E+00
6.732012E-01,-1.5795898E+00
6.732108E-01,-1.5794983E+00
6.732204E-01,-1.5796814E+00
6.732300E-01,-1.5796509E+00
6.732396E-01,-1.5795898E+00
6.732492E-01,-1.5795593E+00
6.732588E-01,-1.5795593E+00
6.732684E-01,-1.5796509E+00
6.732780E-01,-1.5795288E+00
6.732876E-01,-1.5795593E+00
6.732972E-01,-1.5795898E+00
6.733068E-01,-1.5795593E+00
6.733164E-01,-1.5794678E+00
6.733260E-01,-1.5794678E+00
6.733356E-01,-1.5794067E+00
6.733452E-01,-1.5794373E+00
6.733548E-01,-1.5794067E+00
6.733644E-01,-1.5792542E+00
6.733740E-01,-1.5792236E+00
6.733836E-01,-1.5792542E+00
6.733932E-01,-1.5793762E+00
6.734028E-01,-1.5793457E+00
6.734124E-01,-1.5795898E+00
6.734220E-01,-1.5795288E+00
6.734316E-01,-1.5796204E+00
6.734412E-01,-1.5795898E+00
6.734508E-01,-1.5794373E+00
6.734604E-01,-1.5794678E+00
6.734700E-01,-1.5794067E+00
6.734796E-01,-1.5793762E+00
6.734892E-01,-1.5794067E+00
6.734988E-01,-1.5793762E+00
6.735084E-01,-1.5793152E+00
6.735180E-01,-1.5793457E+00
6.735276E-01,-1.5793762E+00
6.735372E-01,-1.5794373E+00
6.735468E-01,-1.5794067E+00
6.735564E-01,-1.5795288E+00
6.735660E-01,-1.5796204E+00
6.735756E-01,-1.5796814E+00
6.735852E-01,-1.5794678E+00
6.735948E-01,-1.5795288E+00
6.736044E-01,-1.5795288E+00
6.736140E-01,-1.5796204E+00
6.736236E-01,-1.5797729E+00
6.736332E-01,-1.5797119E+00
6.736428E-01,-1.5795593E+00
6.736524E-01,-1.5794067E+00
6.736620E-01,-1.5795288E+00
6.736716E-01,-1.5794983E+00
6.736812E-01,-1.5795288E+00
6.736908E-01,-1.5796509E+00
6.737004E-01,-1.5795898E+00
6.737100E-01,-1.5797729E+00
6.737196E-01,-1.5795593E+00
6.737292E-01,-1.5795898E+00
6.737388E-01,-1.5796509E+00
6.737484E-01,-1.5795288E+00
6.737580E-01,-1.5795288E+00
6.737676E-01,-1.5793762E+00
6.737772E-01,-1.5793457E+00
6.737868E-01,-1.5794067E+00
6.737964E-01,-1.5795593E+00
6.738060E-01,-1.5794678E+00
6.738156E-01,-1.5794373E+00
6.738252E-01,-1.5794983E+00
6.738348E-01,-1.5795898E+00
6.738444E-01,-1.5796814E+00
6.738540E-01,-1.5796509E+00
6.738636E-01,-1.5795593E+00
6.738732E-01,-1.5794983E+00
6.738828E-01,-1.5795288E+00
6.738924E-01,-1.5794983E+00
6.739020E-01,-1.5794678E+00
6.739116E-01,-1.5794373E+00
6.739212E-01,-1.5794067E+00
6.739308E-01,-1.5793152E+00
6.739404E-01,-1.5794983E+00
6.739500E-01,-1.5795288E+00
6.739596E-01,-1.5795898E+00
6.739692E-01,-1.5794678E+00
6.739788E-01,-1.5794983E+00
6.739884E-01,-1.5795288E+00
6.739980E-01,-1.5795288E+00
6.740076E-01,-1.5794983E+00
6.740172E-01,-1.5794983E+00
6.740268E-01,-1.5795288E+00
6.740364E-01,-1.5795593E+00
6.740460E-01,-1.5794678E+00
6.740556E-01,-1.5795288E+00
6.740652E-01,-1.5794678E+00
6.740748E-01,-1.5794983E+00
6.740844E-01,-1.5795593E+00
6.740940E-01,-1.5794983E+00
6.741036E-01,-1.5796204E+00
6.741132E-01,-1.5796509E+00
6.741228E-01,-1.5794678E+00
6.741324E-01,-1.5794373E+00
6.741420E-01,-1.5795288E+00
6.741516E-01,-1.5794678E+00
6.741612E-01,-1.5792542E+00
6.741708E-01,-1.5793457E+00
6.741804E-01,-1.5792847E+00
6.741900E-01,-1.5794678E+00
6.741996E-01,-1.5795288E+00
6.742092E-01,-1.5794678E+00
6.742188E-01,-1.5794067E+00
6.742284E-01,-1.5793457E+00
6.742380E-01,-1.5793762E+00
6.742476E-01,-1.5793457E+00
6.742572E-01,-1.5794067E+00
6.742668E-01,-1.5794373E+00
6.742764E-01,-1.5793457E+00
6.742860E-01,-1.5793762E+00
6.742956E-01,-1.5794678E+00
6.743052E-01,-1.5794983E+00
6.743148E-01,-1.5795288E+00
6.743244E-01,-1.5794067E+00
6.743340E-01,-1.5794067E+00
6.743436E-01,-1.5794373E+00
6.743532E-01,-1.5794678E+00
6.743628E-01,-1.5794678E+00
6.743724E-01,-1.5795593E+00
6.743820E-01,-1.5796814E+00
6.743916E-01,-1.5796814E+00
6.744012E-01,-1.5796814E+00
6.744108E-01,-1.5797424E+00
6.744204E-01,-1.5796509E+00
6.744300E-01,-1.5796814E+00
6.744396E-01,-1.5796814E+00
6.744492E-01,-1.5794983E+00
6.744588E-01,-1.5794067E+00
6.744684E-01,-1.5793762E+00
6.744780E-01,-1.5793457E+00
6.744876E-01,-1.5795288E+00
6.744972E-01,-1.5793762E+00
6.745068E-01,-1.5794678E+00
6.745164E-01,-1.5794067E+00
6.745260E-01,-1.5794983E+00
6.745356E-01,-1.5793457E+00
6.745452E-01,-1.5793762E+00
6.745548E-01,-1.5793457E+00
6.745644E-01,-1.5793457E+00
6.745740E-01,-1.5794678E+00
6.745836E-01,-1.5793457E+00
6.745932E-01,-1.5793457E+00
6.746028E-01,-1.5794983E+00
6.746124E-01,-1.5795288E+00
6.746220E-01,-1.5795288E+00
6.746316E-01,-1.5794373E+00
6.746412E-01,-1.5795593E+00
6.746508E-01,-1.5795593E+00
6.746604E-01,-1.5796204E+00
6.746700E-01,-1.5797119E+00
6.746796E-01,-1.5797729E+00
6.746892E-01,-1.5797729E+00
6.746988E-01,-1.5798035E+00
6.747084E-01,-1.5798340E+00
6.747180E-01,-1.5796509E+00
6.747276E-01,-1.5798035E+00
6.747372E-01,-1.5796509E+00
6.747468E-01,-1.5794983E+00
6.747564E-01,-1.5795898E+00
6.747660E-01,-1.5795288E+00
6.747756E-01,-1.5794678E+00
6.747852E-01,-1.5795593E+00
6.747948E-01,-1.5795593E+00
6.748044E-01,-1.5794983E+00
6.748140E-01,-1.5793762E+00
6.748236E-01,-1.5795898E+00
6.748332E-01,-1.5796814E+00
6.748428E-01,-1.5795593E+00
6.748524E-01,-1.5796509E+00
6.748620E-01,-1.5797119E+00
6.748716E-01,-1.5797119E+00
6.748812E-01,-1.5795288E+00
6.748908E-01,-1.5795898E+00
6.749004E-01,-1.5796204E+00
6.749100E-01,-1.5795898E+00
6.749196E-01,-1.5795898E+00
6.749292E-01,-1.5796814E+00
6.749388E-01,-1.5796204E+00
6.749484E-01,-1.5795593E+00
6.749580E-01,-1.5795288E+00
6.749676E-01,-1.5794983E+00
6.749772E-01,-1.5795288E+00
6.749868E-01,-1.5794983E+00
6.749964E-01,-1.5794678E+00
6.750060E-01,-1.5794067E+00
6.750156E-01,-1.5794373E+00
6.750252E-01,-1.5795593E+00
6.750348E-01,-1.5796509E+00
6.750444E-01,-1.5795593E+00
6.750540E-01,-1.5794983E+00
6.750636E-01,-1.5794983E+00
6.750732E-01,-1.5795593E+00
6.750828E-01,-1.5795593E+00
6.750924E-01,-1.5795593E+00
6.751020E-01,-1.5794373E+00
6.751116E-01,-1.5794373E+00
6.751212E-01,-1.5794983E+00
6.751308E-01,-1.5794678E+00
6.751404E-01,-1.5794373E+00
6.751500E-01,-1.5794067E+00
6.751596E-01,-1.5795593E+00
6.751692E-01,-1.5795288E+00
6.751788E-01,-1.5794067E+00
6.751884E-01,-1.5794373E+00
6.751980E-01,-1.5794373E+00
6.752076E-01,-1.5794373E+00
6.752172E-01,-1.5794373E+00
6.752268E-01,-1.5793457E+00
6.752364E-01,-1.5793762E+00
6.752460E-01,-1.5794983E+00
6.752556E-01,-1.5795898E+00
6.752652E-01,-1.5796509E+00
6.752748E-01,-1.5797119E+00
6.752844E-01,-1.5795898E+00
6.752940E-01,-1.5795593E+00
6.753036E-01,-1.5796814E+00
6.753132E-01,-1.5796814E+00
6.753228E-01,-1.5795593E+00
6.753324E-01,-1.5795288E+00
6.753420E-01,-1.5795593E+00
6.753516E-01,-1.5794983E+00
6.753612E-01,-1.5794373E+00
6.753708E-01,-1.5794067E+00
6.753804E-01,-1.5794983E+00
6.753900E-01,-1.5794373E+00
6.753996E-01,-1.5796509E+00
6.754092E-01,-1.5796204E+00
6.754188E-01,-1.5795288E+00
6.754284E-01,-1.5796204E+00
6.754380E-01,-1.5796509E+00
6.754476E-01,-1.5794983E+00
6.754572E-01,-1.5794983E+00
6.754668E-01,-1.5795898E+00
6.754764E-01,-1.5795593E+00
6.754860E-01,-1.5794983E+00
6.754956E-01,-1.5795288E+00
6.755052E-01,-1.5793457E+00
6.755148E-01,-1.5793457E+00
6.755244E-01,-1.5792847E+00
6.755340E-01,-1.5794067E+00
6.755436E-01,-1.5794983E+00
6.755532E-01,-1.5795593E+00
6.755628E-01,-1.5796204E+00
6.755724E-01,-1.5795593E+00
6.755820E-01,-1.5795898E+00
6.755916E-01,-1.5795593E+00
6.756012E-01,-1.5795593E+00
6.756108E-01,-1.5794678E+00
6.756204E-01,-1.5794678E+00
6.756300E-01,-1.5792847E+00
6.756396E-01,-1.5792847E+00
6.756492E-01,-1.5792847E+00
6.756588E-01,-1.5793457E+00
6.756684E-01,-1.5793152E+00
6.756780E-01,-1.5793457E+00
6.756876E-01,-1.5794678E+00
6.756972E-01,-1.5796204E+00
6.757068E-01,-1.5794373E+00
6.757164E-01,-1.5794373E+00
6.757260E-01,-1.5795593E+00
6.757356E-01,-1.5794983E+00
6.757452E-01,-1.5795288E+00
6.757548E-01,-1.5794067E+00
6.757644E-01,-1.5794067E+00
6.757740E-01,-1.5794373E+00
6.757836E-01,-1.5793152E+00
6.757932E-01,-1.5792542E+00
6.758028E-01,-1.5793457E+00
6.758124E-01,-1.5793762E+00
6.758220E-01,-1.5793152E+00
6.758316E-01,-1.5793152E+00
6.758412E-01,-1.5794373E+00
6.758508E-01,-1.5794067E+00
6.758604E-01,-1.5793152E+00
6.758700E-01,-1.5792847E+00
6.758796E-01,-1.5794373E+00
6.758892E-01,-1.5794373E+00
6.758988E-01,-1.5795288E+00
6.759084E-01,-1.5795593E+00
6.759180E-01,-1.5794678E+00
6.759276E-01,-1.5793762E+00
6.759372E-01,-1.5794373E+00
6.759468E-01,-1.5794678E+00
6.759564E-01,-1.5795593E+00
6.759660E-01,-1.5795898E+00
6.759756E-01,-1.5794983E+00
6.759852E-01,-1.5794983E+00
6.759948E-01,-1.5794067E+00
6.760044E-01,-1.5794373E+00
6.760140E-01,-1.5794373E+00
6.760236E-01,-1.5794678E+00
6.760332E-01,-1.5795288E+00
6.760428E-01,-1.5794983E+00
6.760524E-01,-1.5795288E+00
6.760620E-01,-1.5795593E+00
6.760716E-01,-1.5794067E+00
6.760812E-01,-1.5793457E+00
6.760908E-01,-1.5794373E+00
6.761004E-01,-1.5794067E+00
6.761100E-01,-1.5794373E+00
6.761196E-01,-1.5794067E+00
6.761292E-01,-1.5793457E+00
6.761388E-01,-1.5794678E+00
6.761484E-01,-1.5794373E+00
6.761580E-01,-1.5794373E+00
6.761676E-01,-1.5795288E+00
6.761772E-01,-1.5795288E+00
6.761868E-01,-1.5795898E+00
6.761964E-01,-1.5795898E+00
6.762060E-01,-1.5795898E+00
6.762156E-01,-1.5796204E+00
6.762252E-01,-1.5796204E+00
6.762348E-01,-1.5795898E+00
6.762444E-01,-1.5796204E+00
6.762540E-01,-1.5794373E+00
6.762636E-01,-1.5794067E+00
6.762732E-01,-1.5794067E+00
6.762828E-01,-1.5793457E+00
6.762924E-01,-1.5794678E+00
6.763020E-01,-1.5794678E+00
6.763116E-01,-1.5794983E+00
6.763212E-01,-1.5795593E+00
6.763308E-01,-1.5793762E+00
6.763404E-01,-1.5793457E+00
6.763500E-01,-1.5793152E+00
6.763596E-01,-1.5794067E+00
6.763692E-01,-1.5793762E+00
6.763788E-01,-1.5794373E+00
6.763884E-01,-1.5794373E+00
6.763980E-01,-1.5794067E+00
6.764076E-01,-1.5794678E+00
6.764172E-01,-1.5794983E+00
6.764268E-01,-1.5796204E+00
6.764364E-01,-1.5795593E+00
6.764460E-01,-1.5794678E+00
6.764556E-01,-1.5794983E+00
6.764652E-01,-1.5794983E+00
6.764748E-01,-1.5794678E+00
6.764844E-01,-1.5794983E+00
6.764940E-01,-1.5794983E+00
6.765036E-01,-1.5794678E+00
6.765132E-01,-1.5794983E+00
6.765228E-01,-1.5794067E+00
6.765324E-01,-1.5793457E+00
6.765420E-01,-1.5793152E+00
6.765516E-01,-1.5792542E+00
6.765612E-01,-1.5793762E+00
6.765708E-01,-1.5795593E+00
6.765804E-01,-1.5794067E+00
6.765900E-01,-1.5794067E+00
6.765996E-01,-1.5794373E+00
6.766092E-01,-1.5793152E+00
6.766188E-01,-1.5793762E+00
