in s,M2 in V
8.554680E-02,-1.5731506E+00
8.555640E-02,-1.5730591E+00
8.556600E-02,-1.5729675E+00
8.557560E-02,-1.5729370E+00
8.558520E-02,-1.5730896E+00
8.559480E-02,-1.5729980E+00
8.560440E-02,-1.5729980E+00
8.561400E-02,-1.5729065E+00
8.562360E-02,-1.5728149E+00
8.563320E-02,-1.5728149E+00
8.564280E-02,-1.5728149E+00
8.565240E-02,-1.5728455E+00
8.566200E-02,-1.5728760E+00
8.567160E-02,-1.5728760E+00
8.568120E-02,-1.5727844E+00
8.569080E-02,-1.5728149E+00
8.570040E-02,-1.5728760E+00
8.571000E-02,-1.5729065E+00
8.571960E-02,-1.5727844E+00
8.572920E-02,-1.5730286E+00
8.573880E-02,-1.5728760E+00
8.574840E-02,-1.5729980E+00
8.575800E-02,-1.5729370E+00
8.576760E-02,-1.5728760E+00
8.577720E-02,-1.5728760E+00
8.578680E-02,-1.5728455E+00
8.579640E-02,-1.5729065E+00
8.580600E-02,-1.5728760E+00
8.581560E-02,-1.5728760E+00
8.582520E-02,-1.5728760E+00
8.583480E-02,-1.5729065E+00
8.584440E-02,-1.5727844E+00
8.585400E-02,-1.5728149E+00
8.586360E-02,-1.5729675E+00
8.587320E-02,-1.5728455E+00
8.588280E-02,-1.5728149E+00
8.589240E-02,-1.5728760E+00
8.590200E-02,-1.5727539E+00
8.591160E-02,-1.5726624E+00
8.592120E-02,-1.5726929E+00
8.593080E-02,-1.5728760E+00
8.594040E-02,-1.5729370E+00
8.595000E-02,-1.5730591E+00
8.595960E-02,-1.5730286E+00
8.596920E-02,-1.5730286E+00
8.597880E-02,-1.5729980E+00
8.598840E-02,-1.5730286E+00
8.599800E-02,-1.5729675E+00
8.600760E-02,-1.5729370E+00
8.601720E-02,-1.5727844E+00
8.602680E-02,-1.5728760E+00
8.603640E-02,-1.5728760E+00
8.604600E-02,-1.5729065E+00
8.605560E-02,-1.5729065E+00
8.606520E-02,-1.5728760E+00
8.607480E-02,-1.5730286E+00
8.608440E-02,-1.5729675E+00
8.609400E-02,-1.5729675E+00
8.610360E-02,-1.5729980E+00
8.611320E-02,-1.5729980E+00
8.612280E-02,-1.5729065E+00
8.613240E-02,-1.5729370E+00
8.614200E-02,-1.5729370E+00
8.615160E-02,-1.5729065E+00
8.616120E-02,-1.5728455E+00
8.617080E-02,-1.5727844E+00
8.618040E-02,-1.5729370E+00
8.619000E-02,-1.5729065E+00
8.619960E-02,-1.5728149E+00
8.620920E-02,-1.5729370E+00
8.621880E-02,-1.5729980E+00
8.622840E-02,-1.5730286E+00
8.623800E-02,-1.5729980E+00
8.624760E-02,-1.5729675E+00
8.625720E-02,-1.5729675E+00
8.626680E-02,-1.5730286E+00
8.627640E-02,-1.5730286E+00
8.628600E-02,-1.5730286E+00
8.629560E-02,-1.5729980E+00
8.630520E-02,-1.5729980E+00
8.631480E-02,-1.5729065E+00
8.632440E-02,-1.5727844E+00
8.633400E-02,-1.5729065E+00
8.634360E-02,-1.5728455E+00
8.635320E-02,-1.5729370E+00
8.636280E-02,-1.5729980E+00
8.637240E-02,-1.5729675E+00
8.638200E-02,-1.5729980E+00
8.639160E-02,-1.5728760E+00
8.640120E-02,-1.5729370E+00
8.641080E-02,-1.5729370E+00
8.642040E-02,-1.5729675E+00
8.643000E-02,-1.5729065E+00
8.643960E-02,-1.5730591E+00
8.644920E-02,-1.5730591E+00
8.645880E-02,-1.5730896E+00
8.646840E-02,-1.5729370E+00
8.647800E-02,-1.5730591E+00
8.648760E-02,-1.5729980E+00
8.649720E-02,-1.5730591E+00
8.650680E-02,-1.5729980E+00
8.651640E-02,-1.5730286E+00
8.652600E-02,-1.5730896E+00
8.653560E-02,-1.5730896E+00
8.654520E-02,-1.5730286E+00
8.655480E-02,-1.5729370E+00
8.656440E-02,-1.5729065E+00
8.657400E-02,-1.5729370E+00
8.658360E-02,-1.5730591E+00
8.659320E-02,-1.5729675E+00
8.660280E-02,-1.5729370E+00
8.661240E-02,-1.5729370E+00
8.662200E-02,-1.5728760E+00
8.663160E-02,-1.5728149E+00
8.664120E-02,-1.5729065E+00
8.665080E-02,-1.5729675E+00
8.666040E-02,-1.5728760E+00
8.667000E-02,-1.5728149E+00
8.667960E-02,-1.5729675E+00
8.668920E-02,-1.5730896E+00
8.669880E-02,-1.5729980E+00
8.670840E-02,-1.5728760E+00
8.671800E-02,-1.5730286E+00
8.672760E-02,-1.5730286E+00
8.673720E-02,-1.5730896E+00
8.674680E-02,-1.5730591E+00
8.675640E-02,-1.5730286E+00
8.676600E-02,-1.5728760E+00
8.677560E-02,-1.5728760E+00
8.678520E-02,-1.5729675E+00
8.679480E-02,-1.5730896E+00
8.680440E-02,-1.5729065E+00
8.681400E-02,-1.5728760E+00
8.682360E-02,-1.5728455E+00
8.683320E-02,-1.5730896E+00
8.684280E-02,-1.5729675E+00
8.685240E-02,-1.5729065E+00
8.686200E-02,-1.5727844E+00
8.687160E-02,-1.5727844E+00
8.688120E-02,-1.5730286E+00
8.689080E-02,-1.5729065E+00
8.690040E-02,-1.5728149E+00
8.691000E-02,-1.5728455E+00
8.691960E-02,-1.5730286E+00
8.692920E-02,-1.5730286E+00
8.693880E-02,-1.5729065E+00
8.694840E-02,-1.5730591E+00
8.695800E-02,-1.5729675E+00
8.696760E-02,-1.5729370E+00
8.697720E-02,-1.5730591E+00
8.698680E-02,-1.5730286E+00
8.699640E-02,-1.5730591E+00
8.700600E-02,-1.5730896E+00
8.701560E-02,-1.5731506E+00
8.702520E-02,-1.5730286E+00
8.703480E-02,-1.5729980E+00
8.704440E-02,-1.5729370E+00
8.705400E-02,-1.5730286E+00
8.706360E-02,-1.5729980E+00
8.707320E-02,-1.5729370E+00
8.708280E-02,-1.5729675E+00
8.709240E-02,-1.5730286E+00
8.710200E-02,-1.5729065E+00
8.711160E-02,-1.5729980E+00
8.712120E-02,-1.5729370E+00
8.713080E-02,-1.5729980E+00
8.714040E-02,-1.5731201E+00
8.715000E-02,-1.5729675E+00
8.715960E-02,-1.5729980E+00
8.716920E-02,-1.5729370E+00
8.717880E-02,-1.5729065E+00
8.718840E-02,-1.5728760E+00
8.719800E-02,-1.5728455E+00
8.720760E-02,-1.5728455E+00
8.721720E-02,-1.5729065E+00
8.722680E-02,-1.5729065E+00
8.723640E-02,-1.5729675E+00
8.724600E-02,-1.5729980E+00
8.725560E-02,-1.5730591E+00
8.726520E-02,-1.5730896E+00
8.727480E-02,-1.5729980E+00
8.728440E-02,-1.5730591E+00
8.729400E-02,-1.5730286E+00
8.730360E-02,-1.5729980E+00
8.731320E-02,-1.5728760E+00
8.732280E-02,-1.5728455E+00
8.733240E-02,-1.5728149E+00
8.734200E-02,-1.5729675E+00
8.735160E-02,-1.5729675E+00
8.736120E-02,-1.5730896E+00
8.737080E-02,-1.5729675E+00
8.738040E-02,-1.5730591E+00
8.739000E-02,-1.5729980E+00
8.739960E-02,-1.5730896E+00
8.740920E-02,-1.5730591E+00
8.741880E-02,-1.5730286E+00
8.742840E-02,-1.5731201E+00
8.743800E-02,-1.5729675E+00
8.744760E-02,-1.5728149E+00
8.745720E-02,-1.5729370E+00
8.746680E-02,-1.5729980E+00
8.747640E-02,-1.5729370E+00
8.748600E-02,-1.5729370E+00
8.749560E-02,-1.5731201E+00
8.750520E-02,-1.5732422E+00
8.751480E-02,-1.5730591E+00
8.752440E-02,-1.5730591E+00
8.753400E-02,-1.5730896E+00
8.754360E-02,-1.5731201E+00
8.755320E-02,-1.5731506E+00
8.756280E-02,-1.5731506E+00
8.757240E-02,-1.5731201E+00
8.758200E-02,-1.5729370E+00
8.759160E-02,-1.5730591E+00
8.760120E-02,-1.5729675E+00
8.761080E-02,-1.5730896E+00
8.762040E-02,-1.5730896E+00
8.763000E-02,-1.5730591E+00
8.763960E-02,-1.5731506E+00
8.764920E-02,-1.5731201E+00
8.765880E-02,-1.5732117E+00
8.766840E-02,-1.5730591E+00
8.767800E-02,-1.5731812E+00
8.768760E-02,-1.5730896E+00
8.769720E-02,-1.5730591E+00
8.770680E-02,-1.5731812E+00
8.771640E-02,-1.5731506E+00
8.772600E-02,-1.5731201E+00
8.773560E-02,-1.5729675E+00
8.774520E-02,-1.5730286E+00
8.775480E-02,-1.5730591E+00
8.776440E-02,-1.5731812E+00
8.777400E-02,-1.5731201E+00
8.778360E-02,-1.5732117E+00
8.779320E-02,-1.5731506E+00
8.780280E-02,-1.5731812E+00
8.781240E-02,-1.5732727E+00
8.782200E-02,-1.5731201E+00
8.783160E-02,-1.5731812E+00
8.784120E-02,-1.5732727E+00
8.785080E-02,-1.5733032E+00
8.786040E-02,-1.5731201E+00
8.787000E-02,-1.5732117E+00
8.787960E-02,-1.5730591E+00
8.788920E-02,-1.5729065E+00
8.789880E-02,-1.5729370E+00
8.790840E-02,-1.5728455E+00
8.791800E-02,-1.5729065E+00
8.792760E-02,-1.5729980E+00
8.793720E-02,-1.5729370E+00
8.794680E-02,-1.5729675E+00
8.795640E-02,-1.5729675E+00
8.796600E-02,-1.5730896E+00
8.797560E-02,-1.5729370E+00
8.798520E-02,-1.5730286E+00
8.799480E-02,-1.5730591E+00
8.800440E-02,-1.5730591E+00
8.801400E-02,-1.5731201E+00
8.802360E-02,-1.5731506E+00
8.803320E-02,-1.5730591E+00
8.804280E-02,-1.5730896E+00
8.805240E-02,-1.5730896E+00
8.806200E-02,-1.5729370E+00
8.807160E-02,-1.5730286E+00
8.808120E-02,-1.5729675E+00
8.809080E-02,-1.5728455E+00
8.810040E-02,-1.5730286E+00
8.811000E-02,-1.5730896E+00
8.811960E-02,-1.5732117E+00
8.812920E-02,-1.5731201E+00
8.813880E-02,-1.5731506E+00
8.814840E-02,-1.5732117E+00
8.815800E-02,-1.5731506E+00
8.816760E-02,-1.5731506E+00
8.817720E-02,-1.5731812E+00
8.818680E-02,-1.5731506E+00
8.819640E-02,-1.5729980E+00
8.820600E-02,-1.5731506E+00
8.821560E-02,-1.5731812E+00
8.822520E-02,-1.5731506E+00
8.823480E-02,-1.5730286E+00
8.824440E-02,-1.5729675E+00
8.825400E-02,-1.5729980E+00
8.826360E-02,-1.5730591E+00
8.827320E-02,-1.5731506E+00
8.828280E-02,-1.5731201E+00
8.829240E-02,-1.5732422E+00
8.830200E-02,-1.5731812E+00
8.831160E-02,-1.5732117E+00
8.832120E-02,-1.5731506E+00
8.833080E-02,-1.5731506E+00
8.834040E-02,-1.5730896E+00
8.835000E-02,-1.5730591E+00
8.835960E-02,-1.5731812E+00
8.836920E-02,-1.5731201E+00
8.837880E-02,-1.5730591E+00
8.838840E-02,-1.5730591E+00
8.839800E-02,-1.5729370E+00
8.840760E-02,-1.5730896E+00
8.841720E-02,-1.5731201E+00
8.842680E-02,-1.5730896E+00
8.843640E-02,-1.5732117E+00
8.844600E-02,-1.5732422E+00
8.845560E-02,-1.5731506E+00
8.846520E-02,-1.5730896E+00
8.847480E-02,-1.5731812E+00
8.848440E-02,-1.5732422E+00
8.849400E-02,-1.5732422E+00
8.850360E-02,-1.5733337E+00
8.851320E-02,-1.5733032E+00
8.852280E-02,-1.5732422E+00
8.853240E-02,-1.5731812E+00
8.854200E-02,-1.5731506E+00
8.855160E-02,-1.5733032E+00
8.856120E-02,-1.5732727E+00
8.857080E-02,-1.5733032E+00
8.858040E-02,-1.5732422E+00
8.859000E-02,-1.5731812E+00
8.859960E-02,-1.5732117E+00
8.860920E-02,-1.5730591E+00
8.861880E-02,-1.5730896E+00
8.862840E-02,-1.5731201E+00
8.863800E-02,-1.5731201E+00
8.864760E-02,-1.5732117E+00
8.865720E-02,-1.5732727E+00
8.866680E-02,-1.5732422E+00
8.867640E-02,-1.5731812E+00
8.868600E-02,-1.5731812E+00
8.869560E-02,-1.5731201E+00
8.870520E-02,-1.5730896E+00
8.871480E-02,-1.5731506E+00
8.872440E-02,-1.5730896E+00
8.873400E-02,-1.5729980E+00
8.874360E-02,-1.5730591E+00
8.875320E-02,-1.5729980E+00
8.876280E-02,-1.5730286E+00
8.877240E-02,-1.5729675E+00
8.878200E-02,-1.5729065E+00
8.879160E-02,-1.5729370E+00
8.880120E-02,-1.5729980E+00
8.881080E-02,-1.5729675E+00
8.882040E-02,-1.5729980E+00
8.883000E-02,-1.5729675E+00
8.883960E-02,-1.5729675E+00
8.884920E-02,-1.5729675E+00
8.885880E-02,-1.5729370E+00
8.886840E-02,-1.5729980E+00
8.887800E-02,-1.5730286E+00
8.888760E-02,-1.5730591E+00
8.889720E-02,-1.5732727E+00
8.890680E-02,-1.5733643E+00
8.891640E-02,-1.5732422E+00
8.892600E-02,-1.5731812E+00
8.893560E-02,-1.5731506E+00
8.894520E-02,-1.5731506E+00
8.895480E-02,-1.5731506E+00
8.896440E-02,-1.5733032E+00
8.897400E-02,-1.5732727E+00
8.898360E-02,-1.5731812E+00
8.899320E-02,-1.5733643E+00
8.900280E-02,-1.5734253E+00
8.901240E-02,-1.5733643E+00
8.902200E-02,-1.5732727E+00
8.903160E-02,-1.5733948E+00
8.904120E-02,-1.5732727E+00
8.905080E-02,-1.5730591E+00
8.906040E-02,-1.5730286E+00
8.907000E-02,-1.5730896E+00
8.907960E-02,-1.5730591E+00
8.908920E-02,-1.5730591E+00
8.909880E-02,-1.5730286E+00
8.910840E-02,-1.5731812E+00
8.911800E-02,-1.5732422E+00
8.912760E-02,-1.5732422E+00
8.913720E-02,-1.5732117E+00
8.914680E-02,-1.5730591E+00
8.915640E-02,-1.5730591E+00
8.916600E-02,-1.5730896E+00
8.917560E-02,-1.5730591E+00
8.918520E-02,-1.5730591E+00
8.919480E-02,-1.5730896E+00
8.920440E-02,-1.5732727E+00
8.921400E-02,-1.5731506E+00
8.922360E-02,-1.5730896E+00
8.923320E-02,-1.5730591E+00
8.924280E-02,-1.5731506E+00
8.925240E-02,-1.5732117E+00
8.926200E-02,-1.5733032E+00
8.927160E-02,-1.5733643E+00
8.928120E-02,-1.5733948E+00
8.929080E-02,-1.5733032E+00
8.930040E-02,-1.5732422E+00
8.931000E-02,-1.5731506E+00
8.931960E-02,-1.5732117E+00
8.932920E-02,-1.5732117E+00
8.933880E-02,-1.5731506E+00
8.934840E-02,-1.5731201E+00
8.935800E-02,-1.5730896E+00
8.936760E-02,-1.5729370E+00
8.937720E-02,-1.5729370E+00
8.938680E-02,-1.5729370E+00
8.939640E-02,-1.5729980E+00
8.940600E-02,-1.5730896E+00
8.941560E-02,-1.5731506E+00
8.942520E-02,-1.5730286E+00
8.943480E-02,-1.5729675E+00
8.944440E-02,-1.5731506E+00
8.945400E-02,-1.5732727E+00
8.946360E-02,-1.5731506E+00
8.947320E-02,-1.5731506E+00
8.948280E-02,-1.5731506E+00
8.949240E-02,-1.5732117E+00
8.950200E-02,-1.5731506E+00
8.951160E-02,-1.5732727E+00
8.952120E-02,-1.5733337E+00
8.953080E-02,-1.5732422E+00
8.954040E-02,-1.5732727E+00
8.955000E-02,-1.5731812E+00
8.955960E-02,-1.5732422E+00
8.956920E-02,-1.5731812E+00
8.957880E-02,-1.5732117E+00
8.958840E-02,-1.5732117E+00
8.959800E-02,-1.5731812E+00
8.960760E-02,-1.5733643E+00
8.961720E-02,-1.5732117E+00
8.962680E-02,-1.5732422E+00
8.963640E-02,-1.5733337E+00
8.964600E-02,-1.5733032E+00
8.965560E-02,-1.5733337E+00
8.966520E-02,-1.5730896E+00
8.967480E-02,-1.5731201E+00
8.968440E-02,-1.5733032E+00
8.969400E-02,-1.5734253E+00
8.970360E-02,-1.5733032E+00
8.971320E-02,-1.5734253E+00
8.972280E-02,-1.5734863E+00
8.973240E-02,-1.5733032E+00
8.974200E-02,-1.5733643E+00
8.975160E-02,-1.5733032E+00
8.976120E-02,-1.5732422E+00
8.977080E-02,-1.5732727E+00
8.978040E-02,-1.5731201E+00
8.979000E-02,-1.5730896E+00
8.979960E-02,-1.5731201E+00
8.980920E-02,-1.5729675E+00
8.981880E-02,-1.5730896E+00
8.982840E-02,-1.5730591E+00
8.983800E-02,-1.5731201E+00
8.984760E-02,-1.5733032E+00
8.985720E-02,-1.5733032E+00
8.986680E-02,-1.5733032E+00
8.987640E-02,-1.5732422E+00
8.988600E-02,-1.5731506E+00
8.989560E-02,-1.5732422E+00
8.990520E-02,-1.5731812E+00
8.991480E-02,-1.5732422E+00
8.992440E-02,-1.5731812E+00
8.993400E-02,-1.5732117E+00
8.994360E-02,-1.5730896E+00
8.995320E-02,-1.5732117E+00
8.996280E-02,-1.5731506E+00
8.997240E-02,-1.5730591E+00
8.998200E-02,-1.5732422E+00
8.999160E-02,-1.5733032E+00
9.000120E-02,-1.5732422E+00
9.001080E-02,-1.5732422E+00
9.002040E-02,-1.5731812E+00
9.003000E-02,-1.5732422E+00
9.003960E-02,-1.5731201E+00
9.004920E-02,-1.5731201E+00
9.005880E-02,-1.5732117E+00
9.006840E-02,-1.5731201E+00
9.007800E-02,-1.5732117E+00
9.008760E-02,-1.5731506E+00
9.009720E-02,-1.5730286E+00
9.010680E-02,-1.5731506E+00
9.011640E-02,-1.5731506E+00
9.012600E-02,-1.5732422E+00
9.013560E-02,-1.5731812E+00
9.014520E-02,-1.5731812E+00
9.015480E-02,-1.5731812E+00
9.016440E-02,-1.5731506E+00
9.017400E-02,-1.5732422E+00
9.018360E-02,-1.5733337E+00
9.019320E-02,-1.5733337E+00
9.020280E-02,-1.5732422E+00
9.021240E-02,-1.5730896E+00
9.022200E-02,-1.5731201E+00
9.023160E-02,-1.5731812E+00
9.024120E-02,-1.5730591E+00
9.025080E-02,-1.5731812E+00
9.026040E-02,-1.5732422E+00
9.027000E-02,-1.5732727E+00
9.027960E-02,-1.5733032E+00
9.028920E-02,-1.5732727E+00
9.029880E-02,-1.5731812E+00
9.030840E-02,-1.5732422E+00
9.031800E-02,-1.5731201E+00
9.032760E-02,-1.5731506E+00
9.033720E-02,-1.5733337E+00
9.034680E-02,-1.5733032E+00
9.035640E-02,-1.5733032E+00
9.036600E-02,-1.5733337E+00
9.037560E-02,-1.5732422E+00
9.038520E-02,-1.5733948E+00
9.039480E-02,-1.5733643E+00
9.040440E-02,-1.5732727E+00
9.041400E-02,-1.5732422E+00
9.042360E-02,-1.5732117E+00
9.043320E-02,-1.5732727E+00
9.044280E-02,-1.5732422E+00
9.045240E-02,-1.5732117E+00
9.046200E-02,-1.5733032E+00
9.047160E-02,-1.5732727E+00
9.048120E-02,-1.5733643E+00
9.049080E-02,-1.5733032E+00
9.050040E-02,-1.5733643E+00
9.051000E-02,-1.5734253E+00
9.051960E-02,-1.5734253E+00
9.052920E-02,-1.5733948E+00
9.053880E-02,-1.5733643E+00
9.054840E-02,-1.5732727E+00
9.055800E-02,-1.5732422E+00
9.056760E-02,-1.5732727E+00
9.057720E-02,-1.5733337E+00
9.058680E-02,-1.5731812E+00
9.059640E-02,-1.5730896E+00
9.060600E-02,-1.5731506E+00
9.061560E-02,-1.5731201E+00
9.062520E-02,-1.5731506E+00
9.063480E-02,-1.5731201E+00
9.064440E-02,-1.5731812E+00
9.065400E-02,-1.5730896E+00
9.066360E-02,-1.5732117E+00
9.067320E-02,-1.5732727E+00
9.068280E-02,-1.5732727E+00
9.069240E-02,-1.5733032E+00
9.070200E-02,-1.5734253E+00
9.071160E-02,-1.5735168E+00
9.072120E-02,-1.5735474E+00
9.073080E-02,-1.5734863E+00
9.074040E-02,-1.5734558E+00
9.075000E-02,-1.5734253E+00
9.075960E-02,-1.5733948E+00
9.076920E-02,-1.5732727E+00
9.077880E-02,-1.5732727E+00
9.078840E-02,-1.5732117E+00
9.079800E-02,-1.5732117E+00
9.080760E-02,-1.5731506E+00
9.081720E-02,-1.5731812E+00
9.082680E-02,-1.5731812E+00
9.083640E-02,-1.5733032E+00
9.084600E-02,-1.5732422E+00
9.085560E-02,-1.5731506E+00
9.086520E-02,-1.5732422E+00
9.087480E-02,-1.5733337E+00
9.088440E-02,-1.5732117E+00
9.089400E-02,-1.5732117E+00
9.090360E-02,-1.5733643E+00
9.091320E-02,-1.5732117E+00
9.092280E-02,-1.5732117E+00
9.093240E-02,-1.5731812E+00
9.094200E-02,-1.5732727E+00
9.095160E-02,-1.5733643E+00
9.096120E-02,-1.5733948E+00
9.097080E-02,-1.5733948E+00
9.098040E-02,-1.5733643E+00
9.099000E-02,-1.5734558E+00
9.099960E-02,-1.5734253E+00
9.100920E-02,-1.5733643E+00
9.101880E-02,-1.5733948E+00
9.102840E-02,-1.5734253E+00
9.103800E-02,-1.5734253E+00
9.104760E-02,-1.5735779E+00
9.105720E-02,-1.5734863E+00
9.106680E-02,-1.5735168E+00
9.107640E-02,-1.5735168E+00
9.108600E-02,-1.5733948E+00
9.109560E-02,-1.5733032E+00
9.110520E-02,-1.5732727E+00
9.111480E-02,-1.5732727E+00
9.112440E-02,-1.5733337E+00
9.113400E-02,-1.5732727E+00
9.114360E-02,-1.5733337E+00
9.115320E-02,-1.5732117E+00
9.116280E-02,-1.5732422E+00
9.117240E-02,-1.5732422E+00
9.118200E-02,-1.5733643E+00
9.119160E-02,-1.5734253E+00
9.120120E-02,-1.5733032E+00
9.121080E-02,-1.5732422E+00
9.122040E-02,-1.5733337E+00
9.123000E-02,-1.5733643E+00
9.123960E-02,-1.5734253E+00
9.124920E-02,-1.5734253E+00
9.125880E-02,-1.5732422E+00
9.126840E-02,-1.5732117E+00
9.127800E-02,-1.5732422E+00
9.128760E-02,-1.5729980E+00
9.129720E-02,-1.5731506E+00
9.130680E-02,-1.5731812E+00
9.131640E-02,-1.5732727E+00
9.132600E-02,-1.5733032E+00
9.133560E-02,-1.5732117E+00
9.134520E-02,-1.5733032E+00
9.135480E-02,-1.5733032E+00
9.136440E-02,-1.5733643E+00
9.137400E-02,-1.5733337E+00
9.138360E-02,-1.5733337E+00
9.139320E-02,-1.5734863E+00
9.140280E-02,-1.5734253E+00
9.141240E-02,-1.5733643E+00
9.142200E-02,-1.5733032E+00
9.143160E-02,-1.5732727E+00
9.144120E-02,-1.5733032E+00
9.145080E-02,-1.5732727E+00
9.146040E-02,-1.5731506E+00
9.147000E-02,-1.5733032E+00
9.147960E-02,-1.5732422E+00
9.148920E-02,-1.5732117E+00
9.149880E-02,-1.5732727E+00
9.150840E-02,-1.5732727E+00
9.151800E-02,-1.5733643E+00
9.152760E-02,-1.5733948E+00
9.153720E-02,-1.5733643E+00
9.154680E-02,-1.5733032E+00
9.155640E-02,-1.5732422E+00
9.156600E-02,-1.5732422E+00
9.157560E-02,-1.5733337E+00
9.158520E-02,-1.5732727E+00
9.159480E-02,-1.5732422E+00
9.160440E-02,-1.5733643E+00
9.161400E-02,-1.5733032E+00
9.162360E-02,-1.5733032E+00
9.163320E-02,-1.5733948E+00
9.164280E-02,-1.5733337E+00
9.165240E-02,-1.5734253E+00
9.166200E-02,-1.5733032E+00
9.167160E-02,-1.5733032E+00
9.168120E-02,-1.5732422E+00
9.169080E-02,-1.5732727E+00
9.170040E-02,-1.5733032E+00
9.171000E-02,-1.5733337E+00
9.171960E-02,-1.5732727E+00
9.172920E-02,-1.5732422E+00
9.173880E-02,-1.5733032E+00
9.174840E-02,-1.5733643E+00
9.175800E-02,-1.5733948E+00
9.176760E-02,-1.5733948E+00
9.177720E-02,-1.5733643E+00
9.178680E-02,-1.5733032E+00
9.179640E-02,-1.5733032E+00
9.180600E-02,-1.5731812E+00
9.181560E-02,-1.5733948E+00
9.182520E-02,-1.5733643E+00
9.183480E-02,-1.5733948E+00
9.184440E-02,-1.5733643E+00
9.185400E-02,-1.5733643E+00
9.186360E-02,-1.5733032E+00
9.187320E-02,-1.5732727E+00
9.188280E-02,-1.5733032E+00
9.189240E-02,-1.5732727E+00
9.190200E-02,-1.5733032E+00
9.191160E-02,-1.5733337E+00
9.192120E-02,-1.5733643E+00
9.193080E-02,-1.5733032E+00
9.194040E-02,-1.5732117E+00
9.195000E-02,-1.5730896E+00
9.195960E-02,-1.5731201E+00
9.196920E-02,-1.5732422E+00
9.197880E-02,-1.5732422E+00
9.198840E-02,-1.5733032E+00
9.199800E-02,-1.5732727E+00
9.200760E-02,-1.5733032E+00
9.201720E-02,-1.5733032E+00
9.202680E-02,-1.5732117E+00
9.203640E-02,-1.5733948E+00
9.204600E-02,-1.5733948E+00
9.205560E-02,-1.5733337E+00
9.206520E-02,-1.5733643E+00
9.207480E-02,-1.5733948E+00
9.208440E-02,-1.5734253E+00
9.209400E-02,-1.5735168E+00
9.210360E-02,-1.5735168E+00
9.211320E-02,-1.5734863E+00
9.212280E-02,-1.5735779E+00
9.213240E-02,-1.5734863E+00
9.214200E-02,-1.5734253E+00
9.215160E-02,-1.5733643E+00
9.216120E-02,-1.5732422E+00
9.217080E-02,-1.5732727E+00
9.218040E-02,-1.5733032E+00
9.219000E-02,-1.5733337E+00
9.219960E-02,-1.5733032E+00
9.220920E-02,-1.5731201E+00
9.221880E-02,-1.5731506E+00
9.222840E-02,-1.5731506E+00
9.223800E-02,-1.5731201E+00
9.224760E-02,-1.5732422E+00
9.225720E-02,-1.5733032E+00
9.226680E-02,-1.5735168E+00
9.227640E-02,-1.5734863E+00
9.228600E-02,-1.5734863E+00
9.229560E-02,-1.5734558E+00
9.230520E-02,-1.5736084E+00
9.231480E-02,-1.5734253E+00
9.232440E-02,-1.5733643E+00
9.233400E-02,-1.5733948E+00
9.234360E-02,-1.5733643E+00
9.235320E-02,-1.5733948E+00
9.236280E-02,-1.5735474E+00
9.237240E-02,-1.5733948E+00
9.238200E-02,-1.5732117E+00
9.239160E-02,-1.5731812E+00
9.240120E-02,-1.5732117E+00
9.241080E-02,-1.5732117E+00
9.242040E-02,-1.5733948E+00
9.243000E-02,-1.5733948E+00
9.243960E-02,-1.5733337E+00
9.244920E-02,-1.5734253E+00
9.245880E-02,-1.5733948E+00
9.246840E-02,-1.5734253E+00
9.247800E-02,-1.5733643E+00
9.248760E-02,-1.5733948E+00
9.249720E-02,-1.5733337E+00
9.250680E-02,-1.5734253E+00
9.251640E-02,-1.5733032E+00
9.252600E-02,-1.5733643E+00
9.253560E-02,-1.5734863E+00
9.254520E-02,-1.5734253E+00
9.255480E-02,-1.5733337E+00
9.256440E-02,-1.5733643E+00
9.257400E-02,-1.5735779E+00
9.258360E-02,-1.5736084E+00
9.259320E-02,-1.5734863E+00
9.260280E-02,-1.5735168E+00
9.261240E-02,-1.5735779E+00
9.262200E-02,-1.5736389E+00
9.263160E-02,-1.5734863E+00
9.264120E-02,-1.5732727E+00
9.265080E-02,-1.5734253E+00
9.266040E-02,-1.5734863E+00
9.267000E-02,-1.5734558E+00
9.267960E-02,-1.5734558E+00
9.268920E-02,-1.5735779E+00
9.269880E-02,-1.5734863E+00
9.270840E-02,-1.5734253E+00
9.271800E-02,-1.5735779E+00
9.272760E-02,-1.5735779E+00
9.273720E-02,-1.5734863E+00
9.274680E-02,-1.5733643E+00
9.275640E-02,-1.5733337E+00
9.276600E-02,-1.5733032E+00
9.277560E-02,-1.5733337E+00
9.278520E-02,-1.5735168E+00
9.279480E-02,-1.5734253E+00
9.280440E-02,-1.5734863E+00
9.281400E-02,-1.5733948E+00
9.282360E-02,-1.5735168E+00
9.283320E-02,-1.5734863E+00
9.284280E-02,-1.5733948E+00
9.285240E-02,-1.5735779E+00
9.286200E-02,-1.5734863E+00
9.287160E-02,-1.5734558E+00
9.288120E-02,-1.5733643E+00
9.289080E-02,-1.5732727E+00
9.290040E-02,-1.5732117E+00
9.291000E-02,-1.5733032E+00
9.291960E-02,-1.5733337E+00
9.292920E-02,-1.5730896E+00
9.293880E-02,-1.5730591E+00
9.294840E-02,-1.5732727E+00
9.295800E-02,-1.5733948E+00
9.296760E-02,-1.5733643E+00
9.297720E-02,-1.5732727E+00
9.298680E-02,-1.5733337E+00
9.299640E-02,-1.5733337E+00
